twitter_id,original_text,slug,party_slug,party_original,toxic_original,very_toxic_original,most_toxic_party,most_toxic_party_toxicity,most_verytoxic_party,most_verytoxic_party_toxicity,PARTIDO_toxic,PARTIDO_verytoxic
1358092171421900800,"Hoy Almeida se ha inventado que Pablo Iglesias ha ido a Barcelona con 5 coches oficiales y varios ""medios"" han difundido el bulo sin contrastar.

1) Contra PODEMOS vale todo.
2) El PP y sus medios piensan que eres idiota.
3) Todos los días. https://t.co/GIsyuCVLJ6",pablo-echenique-robba,podemos,PODEMOS,0.995367169380188,0.9955034852027893,PP,0.9961374402046204,Ciudadanos,0.9955388903617859,0.996155321598053,0.9936422109603882
1359420521386029056,"La gestión de la crisis de 2012 y la de 2020 no han tenido nada que ver porque @PODEMOS está en el Gobierno de nuestro país.

Frente a los miles de desahucios de entonces, hoy hemos desplegado un #EscudoSocial para proteger a la gente.

Este domingo #14F vota @jessicaalbiach 💜 https://t.co/5rVTb2FfhL",ione-belarra-urteaga,unidas-podemos,PODEMOS,0.014499817974865437,0.0009872274240478873,Partido popular,0.03753981739282608,Ciudadanos,0.0011482981499284506,0.012583271600306034,0.001077841967344284
1359545021549150213,"PODEMOS: ""Ese periodista ha dicho una mentira.""

Derecha Política y Mediática: ""¡Horror! ¡Atacan la libertad de expresión!""

---

Rótulo de RTVE: ""Leonor se va de España, como su abuelo.""

Derecha PyM: ""¡Horror! ¡Que rueden cabezas de periodistas!""

Rosa María Mateo: ""Hecho.""

🤔",pablo-echenique-robba,podemos,PODEMOS,0.9787277579307556,0.012793379835784435,VOX,0.9897880554199219,VOX,0.04231499880552292,0.9833900332450867,0.01898307539522648
1361953940338802688,"“El Presidente del Tribunal Superior de Justicia de Castilla León. Primero contra la exhumación de Franco, luego contra el estado de alarma y ahora contra Unidas ⁦@PODEMOS⁩ y Pablo Iglesias” #Democracia 👇🏾 https://t.co/jNOTa5vXRR",anton-gomez-reino-varela,podemos,PODEMOS,0.9894202947616577,0.04151783883571625,PODEMOS,0.9894202947616577,PODEMOS,0.04151783883571625,0.9656718373298645,0.007485709153115749
1361960662625374211,No es habitual reflexionar en sede parlamentaria sobre el papel de los poderes mediáticos en la democracia. Hoy tendré la oportunidad de hacerlo desde la tribuna. Podéis verlo en directo a partir de las 10.30 a través de las redes de @PODEMOS,pablo-iglesias-turrion,,PODEMOS,0.007389567792415619,0.001291974331252277,Partido popular,0.00783765409141779,PSOE,0.0014951605116948485,0.007034464739263058,0.0012970640091225505
1368830935110742017,!Cuando @sanchezcastejon decía que su gobierno era feminista! Pues gracias a @PODEMOS y @PSOE en Aragon se baten cifras de paro femenino! Cada vez que hablan sencillamente se ríen de los ciudadanos. https://t.co/SFa3jvo047,eloy-suarez-lamata,partido-popular,PODEMOS,0.9821668863296509,0.017047403380274773,PP,0.9857382774353027,PP,0.025028876960277557,0.9812474846839905,0.01698710024356842
1368846480237268992,Ya han pasado los cachorros de VOX por la sede de @PODEMOS a dejarse las tildes. #8M2021 https://t.co/LdFplm92Gj,pablo-echenique-robba,podemos,PODEMOS,0.010067246854305267,0.0012784445425495505,Unidas Podemos,0.4997527003288269,PSOE,0.0016671130433678627,0.025451844558119774,0.0009472591918893158
1370306677505982464,"Aprobada no Congreso a nosa iniciativa⁩ para que os Franco devolvan a Casa Cornide‼️

“El Congreso apoyacon el voto en contra de Vox,  la iniciativa de Unidas ⁦@PODEMOS⁩ para que los Franco devuelvan la Casa Cornide al Ayuntamiento de A Coruña”👇🏾  https://t.co/iZqSIcxh0J",anton-gomez-reino-varela,podemos,PODEMOS,0.043817173689603806,0.0007588092121295631,PP,0.055354516953229904,Partido popular,0.0008553775842301548,0.02387102320790291,0.000870024086907506
1370462890273222657,"Ayer Vicente Vallés dijo que Pedro Sánchez decidió finalmente aprobar 7.000 millones en ayudas directas a la hostelería y otros sectores afectados por las restricciones ""para contentar a @PODEMOS"".

Hombre, contentos estamos. Eso es cierto. Lo raro es que Vicente no lo esté. 🤷 https://t.co/ReO1VCkJXu",pablo-echenique-robba,podemos,PODEMOS,0.966552197933197,0.007225984241813421,PODEMOS,0.966552197933197,PODEMOS,0.007225984241813421,0.9192136526107788,0.003684579860419035
1371806240205062144,"Otra acusación fake sin pruebas contra PODEMOS que se queda en nada. No es la primera ni será la última. Los poderes mediáticos dedicaron horas y horas de tertulias y supuestos ""informativos"" a difamarnos con esta basura. Tendremos suerte si dedican cinco segundos a pedir perdón. https://t.co/Wc62G4dWtq",pablo-echenique-robba,podemos,PODEMOS,0.9970105886459351,0.9512585401535034,Vox,0.9970574378967285,Unidas Podemos,0.9835433959960938,0.9969761371612549,0.9642952680587769
1371832790057168903,"He perdido la cuenta de los “casos de corrupción” archivados a @PODEMOS. También de portadas y tertulias a bombo y platillo que luego se esconden cuando se archivan

Quieren acabar con la política de quien no tiene miedo y trabaja por la gente.Seguimos, sin miedo y con paso firme https://t.co/jPBQ1imE58",joan-mena-arca,catalunya-en-comu,PODEMOS,0.5367814898490906,0.0012566939694806933,Vox,0.7956533432006836,Vox,0.0022201891988515854,0.7130323648452759,0.0018551215762272477
1376817403905073153,"El PP de Madrid ha acudido dopado a casi todas las elecciones con financiación ilegal proviniente de empresarios corruptos.

En @PODEMOS sabemos que quien paga manda y nos gusta que mande la gente.

Invierte en futuro 👉https://t.co/DRemXGJGoz

#MicrocréditosParaQueNoVuelvan 💪💜 https://t.co/wXLaRvKiJN",pablo-echenique-robba,podemos,PODEMOS,0.9972367286682129,0.8962509632110596,PODEMOS,0.9972367286682129,PODEMOS,0.8962509632110596,0.9965531826019287,0.6449095606803894
1377908657501917184,"Atentado terrorista de ultraderecha en la sede de PODEMOS en Cartagena.

Es la consecuencia natural de normalizar los discursos de odio en el parlamento y en algunos medios de comunicación. En EEUU, el terrorismo de ultraderecha es muy habitual y tuvo la misma evolución. https://t.co/TYSzMhjoTB",pablo-echenique-robba,podemos,PODEMOS,0.9935528039932251,0.3259624242782593,PODEMOS,0.9935528039932251,PODEMOS,0.3259624242782593,0.988620936870575,0.11725042760372162
1380926298516774912,"Hoy en @rtve explicando  uno  de  los  compromisos  centrales  de  @EnComu_Podem  y @PODEMOS:
Una subcomisión parlamentaria estudiará  la  discriminación antigitana  en las áreas de vivienda,  educación, salud y empleo, además de  la discriminación cultural, mediática y política. https://t.co/OSfJnoymnm",,,PODEMOS,0.00974938552826643,0.0011747187236323953,Vox,0.01705683395266533,PSOE,0.001295492285862565,0.009139246307313442,0.0012691885931417346
1381857031724879874,Todo nuestro apoyo a los periodistas señalados por “dictadorzuelos” de PODEMOS que no soportan la LIBERTAD de expresión. https://t.co/iBaAAHUt66,carmen-riolobos-regadera,partido-popular,PODEMOS,0.9967040419578552,0.9842930436134338,PSOE,0.9970232844352722,PODEMOS,0.9842930436134338,0.9965775609016418,0.8754436373710632
1385302984247156737,Recurso número 16 de @VOX_Congreso ante el @TConstitucionE: recurrimos el asalto al @PoderJudicialEs del @PSOE @PODEMOS. Cañón metido. Así se defiende la independencia judicial. https://t.co/sukqGfTEJB,,,PODEMOS,0.18456721305847168,0.0007364716148003936,Partido popular,0.2828882932662964,Partido popular,0.0008159566787071526,0.18901725113391876,0.0007409195532090962
1385533756493213700,"En @CiudadanosCs hemos condenado las amenazas contra @PabloIglesias hemos condenado los ataques a @vox_es. 

@PODEMOS alentó en el Orgullo el ataque a @CiudadanosCs y Vox dijo que nos estaba bien empleado. 

Y entre ellos crispan de forma muy calculada. 

España no merece esto.",guillermo-diaz-gomez,ciudadanos,PODEMOS,0.9962737560272217,0.3801298439502716,PODEMOS,0.9962737560272217,PODEMOS,0.3801298439502716,0.9952402114868164,0.18984590470790863
1385683580131622921,"""PODEMOS y VOX buscan el enfrentamiento"", dice Vicente Vallés.

Pablo ha recibido 4 balas amenazando de muerte a él y a su familia.

VOX dice que se lo ha inventado.

Tenemos fascistas cómodos con el terrorismo y ""periodistas"" blanqueándolos.

Esto ya lo vivió Europa hace 90 años https://t.co/OeyQ1Opucv",pablo-echenique-robba,podemos,PODEMOS,0.9966198205947876,0.986263632774353,PSOE,0.9970216155052185,Ciudadanos,0.9867190718650818,0.9969469904899597,0.9711341261863708
1385685353294712832,"Condenamos cualquier acto de violencia, sin tapujos ni titubeos.

Nosotros hemos sufrido muchos, por desgracia. 

Pero lecciones de valores democráticos de @PODEMOS tampoco. https://t.co/ZIrOG2qEVk",diego-gago-bugarin,partido-popular,PODEMOS,0.0280305165797472,0.000981203163973987,Vox,0.03943752869963646,PSOE,0.0010619016829878092,0.02233722247183323,0.001060475129634142
1388069562109808641,"Juan Antonio es guardia civil desde hace 29 años. Defendió a los agentes durante años al frente de la asociación mayoritaria. Como diputado de @PODEMOS se partió la cara para mejorar sus derechos. Para ser un patriota, Juan Antonio no necesita mascarillas con banderas. Escúchalo. https://t.co/BWMthnCf9o",pablo-echenique-robba,podemos,PODEMOS,0.017051244154572487,0.000981637043878436,Vox,0.052520688623189926,Ciudadanos,0.0010866419179365039,0.04180667921900749,0.0007920219213701785
1391091393448357889,"Este mensaje de @J_Sanchez_Serna, Coordinador de @podemosmurcia y Diputado de @PODEMOS en el Congreso, a los militantes de la Región de Murcia está lleno de verdades y se aplica y deberían escucharlo todos los militantes de @PODEMOS de toda España. https://t.co/81S25TyFav",pablo-echenique-robba,podemos,PODEMOS,0.005723673850297928,0.0016999008366838098,PP,0.005851030815392733,PSOE,0.001815744093619287,0.005495144985616207,0.0017346019158139825
1396007131619467264,"Todo mentira.

Esta basura falsa abrió telediarios y portadas y llenó horas y horas de tertulias durante meses para calumniar impunemente a @PODEMOS, intoxicar a la opinión pública y adulterar la democracia.

¿Quién repara ahora el daño causado? https://t.co/cRS0Jj8Wti",pablo-echenique-robba,podemos,PODEMOS,0.9941470623016357,0.9964174032211304,Unidas Podemos,0.9949506521224976,Ciudadanos,0.9966568946838379,0.9945474863052368,0.9958797693252563
1399762155692605441,"Alguien debería hacer la cuenta de cuánto dinero público han obligado a gastar las cloacas y los chiringuitos de ultraderecha en denuncias falsas contra @PODEMOS. Sueldos de jueces, fiscales, procuradores, abogados... para tramitar estiércol fake sin cesar https://t.co/HIgLbSnZvc",pablo-echenique-robba,podemos,PODEMOS,0.9949756860733032,0.9958162903785706,VOX,0.9951283931732178,Vox,0.9958974123001099,0.9947361350059509,0.9952351450920105
1400052421393584130,"1) La mayor reducción del paro en un mes de mayo de los últimos 10 años y Cospedal imputada por la operación Kitchen.

2) El sicariato mediático publica basura sobre alguien de @PODEMOS a ver si consigue tapar (1).

Acción-reacción. La tercera ley de Newton no falla.",pablo-echenique-robba,podemos,PODEMOS,0.8281587362289429,0.004887084476649761,PSOE,0.931509792804718,PSOE,0.005545147228986025,0.8507609963417053,0.004984688479453325
1400398479239921665,"El fin de semana del 12 y el 13 nos vemos en la Cuarta Asamblea Ciudadana Estatal de @PODEMOS en Alcorcón 💪

👉 Saca tu entrada en https://t.co/AJIvlG5lFw a partir de mañana.

👉 Si eres inscrit@ y necesitas un bus, entra en https://t.co/LNS1EdEAW9 https://t.co/UYflivWTts",pablo-echenique-robba,podemos,PODEMOS,0.004679483361542225,0.002149641513824463,Partido popular,0.00550507940351963,Ciudadanos,0.0025129178538918495,0.004609852097928524,0.002377352211624384
1400536247949463557,"O sea que @PODEMOS si puede decirle a las mujeres como tienen que vestirse

¿Y a los hombres les dicen también como tienen que ir vestidos?

¿Esta es la clase de libertad que estas ""feministas"" traen para las mujeres?

https://t.co/NzUidLyCts",,,PODEMOS,0.9677991271018982,0.010197015479207039,PSOE,0.979730486869812,PSOE,0.01593608781695366,0.9762513637542725,0.01448588352650404
1401453814213971969,"Un tipo efectivo mínimo del 15% en el IS.

Cuando lo propusimos desde @PODEMOS, nos llamaron peligrosos comunistas. Hoy lo asume el G7. Y ojo, no es sólo los paraísos fiscales. En España, las grandes empresas tributan a un 6% efectivo. Las PyMEs a un 25%. https://t.co/OBd8P82TGN",pablo-echenique-robba,podemos,PODEMOS,0.9254423975944519,0.003938388079404831,Partido popular,0.9454483985900879,Partido popular,0.00490254582837224,0.9230954647064209,0.003744920715689659
1401615990442631172,"El paso que ha dado @ionebelarra para dirigir @PODEMOS tras Pablo Iglesias es un paso cargado de responsabilidad y de valentía.

Por eso, votar en nuestra 4a Asamblea, además de hacer a PODEMOS más fuerte, también es decirle a Ione: ""Estamos aquí detrás.""

https://t.co/vmGY53D3vs",pablo-echenique-robba,podemos,PODEMOS,0.00914242584258318,0.0013424367643892765,PSOE,0.010978671722114086,Ciudadanos,0.0013558070641011,0.008325300179421902,0.0014002883108332753
1401901748265029632,"Muy importante esto de @ionebelarra sobre la factura de la luz y la necesidad de una empresa pública.

Y muy importante también votar en la 4a Asamblea de @PODEMOS para que tengamos la fuerza necesaria para cambiar las cosas 👉 https://t.co/vmGY53D3vs

https://t.co/wUtgIwSED2",pablo-echenique-robba,podemos,PODEMOS,0.005078475456684828,0.0019506457028910518,Unidas Podemos,0.005505742505192757,Ciudadanos,0.0022249172907322645,0.004555032588541508,0.002202526433393359
1403022130724409352,"A lo mejor piensas que en esta asamblea de @PODEMOS no hace falta votar. Si es así, tengo algo que decirte. Préstame solamente 30 segundos de tu tiempo.

➡️ https://t.co/HtwBliU4AG

#VotaIone https://t.co/nnWBEFRDNe",pablo-echenique-robba,podemos,PODEMOS,0.008434828370809555,0.0015520051820203662,Unidas Podemos,0.01000266708433628,Ciudadanos,0.0017540005501359701,0.007799848914146423,0.0017802701331675053
1403071042696908800,"Quedan menos de 48h para entrar en https://t.co/aPT1xohmji mi apuesta es por @CrecerConIone. 

#VotaIone y haz de @PODEMOS un partido orgulloso de avanzar hacia un proyecto más feminista, más plural, más diverso, más tolerante 💜💪🏽 https://t.co/Np1yUBcWAb",,,PODEMOS,0.004134580492973328,0.0025474010035395622,Vox,0.0041788253001868725,Ciudadanos,0.0025677091907709837,0.0041024102829396725,0.002543010748922825
1403416784473055233,"¿Quién es @ionebelarra? 

Ha sido muy emocionante haber podido contarlo hoy, en primera persona, ante la militancia de @PODEMOS en mi tierra.

Haz algo bueno e importante. Entra en https://t.co/vmGY53D3vs y vótala.

Quedan pocas horas para cerrar las urnas. https://t.co/KDGg5GZxDH",pablo-echenique-robba,podemos,PODEMOS,0.006137740332633257,0.0016829842934384942,Vox,0.006191646214574575,Partido popular,0.0019232304766774178,0.0057199918664991856,0.0017500409157946706
1403634632852230144,"‼️ RECUERDA: Quedan tan sólo 7 horas para entrar en https://t.co/vmGY53D3vs y votar en la #4AsambleaCiudadana de @PODEMOS, la más importante de nuestra joven historia.

Vota y pide el voto. Diles a los que dicen que PODEMOS está muerto que ya les gustaría, pero va a ser que no.",pablo-echenique-robba,podemos,PODEMOS,0.798907995223999,0.001998770982027054,Unidas Podemos,0.8699598908424377,PP,0.0027149843517690897,0.604984700679779,0.001321630086749792
1404051498166796288,"Gracias a todos y a todas por seguir creyendo en @PODEMOS y por depositar vuestra confianza en mí como secretaria general.

Queda mucho trabajo por delante para que podamos crecer, pero juntos y juntas podemos hacerlo.

¡Vamos a seguir demostrando que sí se puede!",ione-belarra-urteaga,unidas-podemos,PODEMOS,0.0037144734524190426,0.0034544833470135927,Partido popular,0.004218659829348326,Cs,0.003530215471982956,0.0036649026442319155,0.0035650418139994144
1404109877908230144,"Tras siete años de liderazgo de @PabloIglesias en los que hemos cambiado la historia de España, @ionebelarra asume con valentía e ilusión la Secretaría General de @PODEMOS para llevarnos aún más lejos.

Escucha su primer discurso. Que no te lo cuenten. https://t.co/mkJJAosJSM",pablo-echenique-robba,podemos,PODEMOS,0.007258941885083914,0.001351111219264567,Vox,0.008380219340324402,Unidas Podemos,0.0013657256495207548,0.007509123999625444,0.0013352737296372652
1404348664865333250,"Gracias a todas las personas inscritas que habéis confiado en la candidatura CRECER encabezada por @ionebelarra en esta #4AsambleaCiudadana. 

Cuánta razón lleva quien dice que los cambios en España van a ser proporcionales a la fuerza que tenga PODEMOS. 

¡A crecer, a ganar! https://t.co/54MhKIPhTZ",lucia-munoz-dalda,podemos,PODEMOS,0.008068651892244816,0.0012786916922777891,VOX,0.01760951243340969,Ciudadanos,0.0014113876968622208,0.007219552528113127,0.0014170152135193348
1408387740023013382,"""Pay them more.""

Llega a decir alguien de @PODEMOS esto que ha dicho Biden y tendríamos a todos los poderes mediáticos diciendo que somos la ETA. https://t.co/yu4x02DU6G",pablo-echenique-robba,podemos,PODEMOS,0.9965051412582397,0.5779464840888977,Unidas Podemos,0.9972406625747681,Unidas Podemos,0.9451338052749634,0.9967781901359558,0.7189680337905884
1412465210074484737,"VOX señala a El Jueves como los jihadistas a Charlie Hebdo y aquí no pasa nada. Ni #JeSuisElJueves ni un mísero breve en los principales medios.

Llega a hacer algo así @PODEMOS y abrimos los telediarios durante seis meses, nos ilegalizan y nos meten a todos en la cárcel. https://t.co/AcDeHROv2r",pablo-echenique-robba,podemos,PODEMOS,0.996436595916748,0.9907163977622986,PSOE,0.9968448877334595,Vox,0.9911863207817078,0.9963182210922241,0.9915158748626709
1413135505638576135,Esta mañana en Sevilla hemos tenido una jornada de trabajo de la Mesa Confederal con @PODEMOS @IzquierdaUnida y @AlianzaVerde_ para consolidar nuestras propuestas políticas  en el espacio de Unidas Podemos. https://t.co/ROiBGBqiHD,juan-antonio-lopez-de-uralde-garmendia,podemos,PODEMOS,0.003977468702942133,0.0024442982394248247,Vox,0.0052633280865848064,PODEMOS,0.0024442982394248247,0.003948989324271679,0.0025029024109244347
1413579301870575618,A ver qué alguien explique lo siguiente: @IreneMontero y Pablo Iglesias contrataron una ñiñera para sus hijos con cargo al erario público y el fiscal imputa al gerente y al tesorero. de @PODEMOS . https://t.co/pEY8u5BlhY,eloy-suarez-lamata,partido-popular,PODEMOS,0.6362932920455933,0.0016520149074494839,Vox,0.7408850789070129,Vox,0.002029325347393751,0.6342369318008423,0.001624975586310029
1414240465512275971,Completa entrevista sobre el nuevo curso político al Secretario de Economía de @PODEMOS y Secretario de Estado de Derechos Sociales @nachoalvarez_. https://t.co/fAnc3hEpk9,pablo-echenique-robba,podemos,PODEMOS,0.003704080590978265,0.0026503584813326597,Partido popular,0.004644924774765968,PSOE,0.002990817418321967,0.003756277495995164,0.002682353835552931
1416054029944344580,"Todo lo que Inda y Villarejo hicieron contra @PODEMOS por encargo del PP (fabricar pruebas falsas, montar juicios fake como munición para la difamación mediática) lo hicieron antes contra Calderón por encargo de Florentino. Todo presuntamente, por supuesto https://t.co/RQr5CBpPer",pablo-echenique-robba,podemos,PODEMOS,0.8960710763931274,0.0054066721349954605,Partido popular,0.9318070411682129,Partido popular,0.007460054010152817,0.9105972647666931,0.00657776789739728
1418196328316870656,"La persecución política contra ⁦@PODEMOS⁩ no cesa.

La Fiscalía envía a la Sala de lo Penal del TS la investigación por sus tuits sobre legítimas movilizaciones sociales. Todo el apoyo, ⁦@PabloEchenique⁩, compañero. https://t.co/mid8jvaHqG",anton-gomez-reino-varela,podemos,PODEMOS,0.9861078858375549,0.036709416657686234,PODEMOS,0.9861078858375549,PODEMOS,0.036709416657686234,0.9771396517753601,0.017914660274982452
1419242606886891523,"""El Gobierno del PP de la Comunidad de Madrid olvida que lo que mide el grado de civilización de una sociedad es cómo cuida a su infancia y a sus mayores, y aquí se les abandona.""

Lean a @MorenoG_Agustin, profe y diputado de Unidas @PODEMOS en Madrid. https://t.co/MrgGMcNXsz",pablo-echenique-robba,podemos,PODEMOS,0.038275688886642456,0.0007054419256746769,Unidas Podemos,0.04385533183813095,Ciudadanos,0.0007508271373808384,0.028922660276293755,0.0007412412669509649
1423260581382008834,"Y @Macarena_Olona chillando desde el hemiciclo que no existe discriminación por género. PODEMOS tejer un pais mejor, más feminista, donde el género no implique diferencia de trato

Los hombres cobran un 37% más que las mujeres en Exteriores https://t.co/FaSft1jjuP via @publico_es",antonia-jover-diaz,podemos,PODEMOS,0.005922494921833277,0.0016770740039646626,PP,0.019978700205683708,PODEMOS,0.0016770740039646626,0.0065609849989414215,0.0014928535092622042
1423584117623566337,"Multimillonarios españoles financiaron el lanzamiento de VOX.

Si el primo segundo de uno de @PODEMOS se compra un coche caro, abre los telediarios. Pero esto no lo vas a ver en TV porque los mismos que financian a VOX controlan el poder mediático. https://t.co/8rsz0bHuRM",pablo-echenique-robba,podemos,PODEMOS,0.9895886182785034,0.0571402981877327,PP,0.9930058717727661,PP,0.13055545091629028,0.9930223822593689,0.15563754737377167
1425366754134536195,"Os voy a echar una mano @populares: 

Vosotros defendéis junto a @PSOE y @PODEMOS la @Agenda2030Gob 

@vox_es lucha por España. 

Globalismo o Patria.

El PP acentuará las diferencias con Vox para consolidar su primer puesto en las encuestas
https://t.co/Mr0ZwYR8PQ vía @ABCespana https://t.co/kOZ9JcrnYW",maria-magdalena-nevado-del-campo,vox,PODEMOS,0.17131368815898895,0.0007658624090254307,PP,0.226215198636055,PP,0.0008117534453049302,0.151472270488739,0.0007397315348498523
1429014228619472897,"Lo que estamos viendo estos días en el Mar Menor es un ecocidio. 

El colapso de un ecosistema único por los vertidos de la agroindustria y la presión urbanística. 

Ante este desastre en @PODEMOS actuamos. Por eso llevaremos al Congreso la creación del #MarMenorParqueRegional",ione-belarra-urteaga,unidas-podemos,PODEMOS,0.006048453506082296,0.0020534044597297907,Unidas Podemos,0.009835445322096348,Ciudadanos,0.002260084729641676,0.005997947882860899,0.0021386800799518824
1429788491857211394,"Hay un problema grave X en España.

PODEMOS no dice nada ➡️ TV: ""PODEMOS calla ante X""

PODEMOS propone solución S a problema X ➡️ TV: ""Ya está PODEMOS dividiendo al gobierno, crispando""

El gobierno acepta hacer S ➡️ TV: ""Cambiemos de tema""

¿Se entiende o hace falta un croquis?",pablo-echenique-robba,podemos,PODEMOS,0.9499046802520752,0.004970787558704615,VOX,0.9810685515403748,VOX,0.013610518537461758,0.9725333452224731,0.009550472721457481
1433688945909551105,És dramático. Este es el escudo social del PSOE y PODEMOS. El Gobierno ha rechazado tres de cada cuatro solicitudes del Ingreso Mínimo Vital https://t.co/9EXmvyoDkA,carmen-riolobos-regadera,partido-popular,PODEMOS,0.012422625906765461,0.001108801458030939,VOX,0.12960690259933472,PODEMOS,0.001108801458030939,0.0162646621465683,0.000925955013372004
1435221162540347398,El ejemplo de movilización y lucha del pueblo de Chile fue respondido con represión y autoritarismo por el Gobierno Piñera. Desde @PODEMOS no vamos a mirar hacia otro lado ante la visita de un presidente que vulnera los derechos de su pueblo. 👇🏾 https://t.co/TWdyqHvVpq,anton-gomez-reino-varela,podemos,PODEMOS,0.9685174822807312,0.013136808760464191,Unidas Podemos,0.9758274555206299,Vox,0.018100356683135033,0.9685487151145935,0.014538394287228584
