previous_emoji,original_text,toxicity,emplaced_emoji,text_replaced,toxicity_replaced
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,🤮,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🤮",0.9942284822463989
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,⛔,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? ⛔",0.9941436648368835
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,🌈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🌈",0.9945167899131775
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,❌,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? ❌",0.9941678047180176
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,🤡,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🤡",0.9943432807922363
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,🤬,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🤬",0.9942284822463989
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,😡,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 😡",0.9939929842948914
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,🇪🇸,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🇪🇸",0.9940981864929199
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,🌹,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🌹",0.9944820404052734
 🙈,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",0.48755354,🚫,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🚫",0.9941410422325134
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,🤥,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🤥 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9317231178283691
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,🤮,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🤮 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9317231178283691
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,⛔,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

⛔ @Hectorgomezh https://t.co/sDYEaoNmqo",0.9579353332519531
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,🌈,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌈 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9211830496788025
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,❌,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

❌ @Hectorgomezh https://t.co/sDYEaoNmqo",0.9620863795280457
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,🤡,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🤡 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9292348623275757
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,🤬,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🤬 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9317231178283691
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,😡,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

😡 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9855140447616577
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,🇪🇸,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🇪🇸 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9447174072265625
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9095340371131897
 🌹,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",0.4795526,🚫,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🚫 @Hectorgomezh https://t.co/sDYEaoNmqo",0.9647945761680603
 😱 👉,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.47914493,🤥,"Pero no se te ocurra llamarles incompetentes..

🤥 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
🤥 Las CCAA han perdido 0 vacunas

🤥Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.9900408387184143
 😱 👉,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.47914493,🤮,"Pero no se te ocurra llamarles incompetentes..

🤮 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
🤮 Las CCAA han perdido 0 vacunas

🤮Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.9900408387184143
 😱 👉,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.47914493,⛔,"Pero no se te ocurra llamarles incompetentes..

⛔ Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
⛔ Las CCAA han perdido 0 vacunas

⛔Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.9936515092849731
 😱 👉,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.47914493,🌈,"Pero no se te ocurra llamarles incompetentes..

🌈 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
🌈 Las CCAA han perdido 0 vacunas

🌈Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.990148663520813
 😱 👉,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.47914493,❌,"Pero no se te ocurra llamarles incompetentes..

❌ Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
❌ Las CCAA han perdido 0 vacunas

❌Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.9924977421760559
 😱 👉,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.47914493,🤡,"Pero no se te ocurra llamarles incompetentes..

🤡 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
🤡 Las CCAA han perdido 0 vacunas

🤡Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.9931179285049438
 😱 👉,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.47914493,🤬,"Pero no se te ocurra llamarles incompetentes..

🤬 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
🤬 Las CCAA han perdido 0 vacunas

🤬Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.9900408387184143
 😱 👉,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.47914493,😡,"Pero no se te ocurra llamarles incompetentes..

😡 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
😡 Las CCAA han perdido 0 vacunas

😡Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",0.9958956241607666
