twitter_id,original_text,slug,party_slug,original_name,toxic_original,very_toxic_original,most_toxic_leader,most_toxic_leader_toxicity,most_verytoxic_leader,most_verytoxic_leader_toxicity,LIDER_toxic,LIDER_verytoxic
1346147933398441986,Lis españoles saben q con ⁦@pablocasado_⁩ todo hubiera ido mejor. La última encuesta deja al PP de Casado muy cerca ya del PSOE de Sánchez | El Digital de Castilla La Mancha  https://t.co/dIRXrxk3Ui,carmen-riolobos-regadera,partido-popular,Sánchez,0.02825755998492241,0.0007559223449788988,Monasterio,0.16564759612083435,@sanchezcastejon,0.0008772212313488126,0.03762272372841835,0.000712997920345515
1346410365157072897,"Esta tercera ola muestra otra vez la política mezquina del PP y Ayuso ante la pandemia. Mientras ascienden un asesor vinculado a la Gürtel, son capaces de subcontratar la vacunación o borrar del reparto de los fondos covid-19 a residencias y personas vulnerables. https://t.co/TIe40pjBXZ",jaume-asens-llodra,catalunya-en-comu,Ayuso,0.9757811427116394,0.011125043965876102,Ayuso,0.9757811427116394,Monasterio,0.01114870235323906,0.9666706323623657,0.008429896086454391
1346752659722821633,"Así se comprenden mejor las cosas: a) el Gobierno de la Comunidad se queja de que no hay vacunas suficientes, de anomalías en la distribución q alimentan oscuras sospechas hacia el Gobierno central. 
b) el Gobierno de Ayuso pone obstáculos a la administración de la vacuna. 🧶👇🏼👇🏼 https://t.co/9IZcwBKuQy",maria-marquez-guerrero,,Ayuso,0.768656849861145,0.0018208434339612722,Iglesias,0.9146013855934143,Iglesias,0.003514670068398118,0.6332796812057495,0.0014331253478303552
1346760591524958209,"3 meses sin suministro eléctrico, alrededor de 4.000 personas afectadas, 1.800 de ellos menores de edad, soportando temperaturas bajo cero y Ayuso los llama narcotraficantes.

Los reyes magos no pasan por la Cañada Real.

Lean a @pablom_m en @kamchatka_es  https://t.co/QpQEDZ7MSa",pablo-echenique-robba,podemos,Ayuso,0.9235794544219971,0.004780457820743322,Sánchez,0.9890962243080139,Sánchez,0.03128300979733467,0.9077801704406738,0.0038852093275636435
1346783662772260865,"Casado, a Santiago González vas.....”Casado acusa a Sánchez de lanzar un «globo sonda» sobre la Ley de la Corona para «esconderla» en un cajón: https://t.co/zNWRO976CN",juan-luis-steegmann-olmedillas,vox,Sánchez,0.951464831829071,0.006441153585910797,@Santi_ABASCAL,0.9678519368171692,@Santi_ABASCAL,0.01044770423322916,0.9506037831306458,0.006120746955275536
1346914512029544449,"¿Mañana condenará Casado el intento de golpe de estado en EEUU? Lo dudo. Seguramente llamará ""protestas"" a que neonazis violentos entren al Capitolio para evitar la designación del Presidente.

¿Mañana hablarán los medios de intento de golpe de estado? Lo dudo. ""Protestas"" again.",pablo-echenique-robba,podemos,Casado,0.978844940662384,0.018365344032645226,Sánchez,0.9853425025939941,Sánchez,0.03187686949968338,0.9803102612495422,0.02133542113006115
1346966182818181120,"Lo que está pasando en EEUU es el mayor ataque a la libertad que ha sufrido ese gran país desde el 11S. 

En España, entre el flaco favor del tweet de Abascal y el cínico vacile a la memoria de los españoles de Pablo Iglesias, vamos por mal camino. 

#StopPolarizacion https://t.co/KPN7lmuIOs",diego-gago-bugarin,partido-popular,Abascal,0.9726937413215637,0.011475286446511745,@Santi_ABASCAL,0.9840412139892578,@Santi_ABASCAL,0.02091173082590103,0.9620378017425537,0.007650578860193491
1347093010237059074,"Inés Arrimadas ficha a Anna Grau para las elecciones catalanas.

No voy a dar la bienvenida a ⁦@annagrauarias⁩ porque moralmente siempre ha estado. Eso sí, no oculto mi alegría porque un referente de la libertad refuerce el proyecto de la libertad.  https://t.co/KpVKzbJKb1",guillermo-diaz-gomez,ciudadanos,Arrimadas,0.006313682533800602,0.0015599181642755866,Iglesias,0.009307458065450191,@monasterioR,0.001602445263415575,0.009370123036205769,0.0011948090977966785
1347106015330922496,"Siento profunda indignación viendo cómo los diputados de Bildu, que se pasan el día dando lecciones de democracia al pueblo español, se reúnen con presos etarras que tanto dolor causaron. 

En manos de estos señores ha dejado Sánchez los PGE👇🏻
https://t.co/aQz108zDR6",,,Sánchez,0.9970248341560364,0.9174553751945496,Sánchez,0.9970248341560364,Monasterio,0.9176457524299622,0.9962671399116516,0.6365600228309631
1347144122570829824,"Trump es el favorito de VOX
Es el favorito de Abascal
Es el favorito de la ultraderecha
Es el favorito de los asaltantes
Es el favorito de los violentos
Es el favorito de los racistas
Es el favorito de los mentirosos
Es el favorito de los machistas
Es el favorito de los golpistas",jose-zaragoza-alonso,psoe,Abascal,0.9926645159721375,0.9978808760643005,@InesArrimadas,0.9935591816902161,Sanchez,0.9979422688484192,0.9926873445510864,0.9978566765785217
1347148763815702528,@Santi_ABASCAL condena el asalto al Capitolio y recuerda que en España la izquierda llamaba a asaltar el Congreso - Libertad Digital https://t.co/0cG83SoZJV,emilio-jesus-del-valle-rodriguez,vox,@Santi_ABASCAL,0.98514324426651,0.025901304557919502,Abascal,0.9924038052558899,Abascal,0.08073374629020691,0.9489555954933167,0.00820261798799038
1347278808966176768,"Llegan al Gobierno de España y la luz ha subido un 27%.

Tranquilos, se la subirán solo a los ricos. 

Tranquilos de nuevo, la subirá es para todo el mundo, incluso para los votantes de Pedro Sánchez 🥶 https://t.co/0Nv8jUIBmj",jose-alberto-herrero-bono,partido-popular,Sánchez,0.9780139923095703,0.01686067506670952,@Santi_ABASCAL,0.9891660809516907,@Santi_ABASCAL,0.035897888243198395,0.98723965883255,0.03387098014354706
1347526504067059715,"Buenas tardes, os dejo tribuna de opinión que me han publicado en el día de hoy. @gomezdcelis @SimancasRafael @gpscongreso Abascal y Casado, más trumpistas que Trump: https://t.co/y4cop2e63b",,,Abascal,0.014503191225230694,0.0009043800528161228,Monasterio,0.04858698695898056,@Yolanda_Diaz,0.0011477334192022681,0.028254203498363495,0.00073736667400226
1347527800635486209,"Abascal y Casado, más trumpistas que Trump https://t.co/unQWpkgugg vía @diariocadiz",adolfo-perez-abellas,psoe,Abascal,0.9567944407463074,0.00794629380106926,Abascal,0.9567944407463074,Abascal,0.00794629380106926,0.6425829529762268,0.001578404800966382
1347541813628964866,"Ciudadanos pregunta al Gobierno si prevé formar más profesionales para administrar las vacunas anti covid-19. 

Se lo venimos advirtiendo meses. Sánchez dijo que todo estaba preparado. Volvemos a hacer la enésima propuesta. 👇🏻 https://t.co/XdPu6i7B0G",guillermo-diaz-gomez,ciudadanos,Sánchez,0.9167702198028564,0.004493481945246458,Iglesias,0.9241700172424316,Iglesias,0.005096698645502329,0.9046710133552551,0.004020640626549721
1347598886614003712,"""Estresado por la presión de Vox, Casado no tardaría muchas semanas en acusar a Sánchez de “presidente ilegítimo”. Ese ha sido el marco de la política de oposición en los últimos doce meses.""

Lean a @EnricJuliana sobre el golpismo del Siglo XXI. https://t.co/mOm5tDriFC",pablo-echenique-robba,podemos,Casado,0.14332719147205353,0.0006978720775805414,@Santi_ABASCAL,0.38509324193000793,@InesArrimadas,0.0009335027425549924,0.20763157308101654,0.0008103487198241055
1347598886614003712,"""Estresado por la presión de Vox, Casado no tardaría muchas semanas en acusar a Sánchez de “presidente ilegítimo”. Ese ha sido el marco de la política de oposición en los últimos doce meses.""

Lean a @EnricJuliana sobre el golpismo del Siglo XXI. https://t.co/mOm5tDriFC",pablo-echenique-robba,podemos,Sánchez,0.14332719147205353,0.0006978720775805414,@monasterioR,0.3769632875919342,@pablocasado,0.0009266166598536074,0.12482055276632309,0.0006821940187364817
1347607462174720002,"Cuando estaba en la oposición y subía el precio de la luz, Pablo Iglesias se iba con un megáfono a gritar por la calle.

Ahora que está en el Gobierno y la factura de la luz se dispara, calla y no baja los impuestos que hacen que esa factura sea tan elevada.

Populismo👇 https://t.co/fAAm3dQZCV",ines-arrimadas-garcia,ciudadanos,Iglesias,0.9913984537124634,0.06582800298929214,Iglesias,0.9913984537124634,Iglesias,0.06582800298929214,0.9856287240982056,0.03056187555193901
1347607711085715456,"Así predicaba Iglesias antes de llegar a Moncloa. Sabe que el problema del precio de la luz es que más del 50% de la factura son impuestos. Podría eliminar la doble imposición y bajar el IVA al 10% durante la pandemia, como pedimos desde Cs, pero prefiere seguir en el populismo. https://t.co/sGpVjYfmmx",,,Iglesias,0.9382036328315735,0.005645162425935268,Sánchez,0.9610956311225891,Sánchez,0.007293595001101494,0.9305198192596436,0.004350338596850634
1347791379095838723,¿Que se le ha ocurrido a @sanchezcastejon y a Pablo Iglesias para combatir el frío provocado por Filomena ? Que el recibo de la luz experimente el mayor incremento de su historia .España ya es líder en Europa en algo. https://t.co/otZMRvcVGG,eloy-suarez-lamata,partido-popular,@sanchezcastejon,0.028063315898180008,0.0007768417708575726,Sanchez,0.16653019189834595,@Yolanda_Diaz,0.0008518614922650158,0.08184900134801865,0.0007254756637848914
1347791379095838723,¿Que se le ha ocurrido a @sanchezcastejon y a Pablo Iglesias para combatir el frío provocado por Filomena ? Que el recibo de la luz experimente el mayor incremento de su historia .España ya es líder en Europa en algo. https://t.co/otZMRvcVGG,eloy-suarez-lamata,partido-popular,Iglesias,0.028063315898180008,0.0007768417708575726,Iglesias,0.028063315898180008,@Yolanda_Diaz,0.0011112568899989128,0.02701340988278389,0.0008079697145149112
1347792273837346816,El “escudo social” de Sánchez e Iglesias... https://t.co/5ZXirBC4QV,jaime-eduardo-de-olano-vela,partido-popular,Sánchez,0.9890734553337097,0.048111770302057266,Sánchez,0.9890734553337097,Sánchez,0.048111770302057266,0.8597549200057983,0.0027169189415872097
1347868568562634752,Sánchez e Iglesias se han tomado lo de #QuedateEnCasa al pie de la letra ...,eduardo-carazo-hermoso,partido-popular,Sánchez,0.9757408499717712,0.017513906583189964,Sánchez,0.9757408499717712,Sanchez,0.01866978593170643,0.9057168364524841,0.003650054568424821
1347868568562634752,Sánchez e Iglesias se han tomado lo de #QuedateEnCasa al pie de la letra ...,eduardo-carazo-hermoso,partido-popular,Iglesias,0.9757408499717712,0.017513906583189964,Sanchez,0.9923100471496582,Sanchez,0.25974810123443604,0.9829734563827515,0.026560915634036064
1347888078967492609,"Se invoca la voluntad del pueblo, 
siempre que el pueblo diga lo que propone el líder; 
(Se llame Trump, Abascal o Torra)
se sitúa esta voluntad del pueblo por encima de las leyes que se consideran injustas, 
se justifica que la gente se salte estas leyes. https://t.co/HmAsMexVOJ",jose-zaragoza-alonso,psoe,Abascal,0.168960303068161,0.0013612528564408422,Sanchez,0.25668153166770935,Sanchez,0.001626890618354082,0.27855268120765686,0.0017727703088894486
1347909373385957377,"No dejaremos a nadie detrás.
La luz sube 27%
El gas sube 6%
Autónomo sube 0,3%
Bebidas azucaradas sube 11%
Envases plásticos sube 11%
Matriculación, entre 4,75% y 14,75%
Diesel sube 3,8cts por litro.
Seguros sube 2%
Todas las autovías de pago.
La culpa de franco, del PP yde Ayuso",jose-alberto-herrero-bono,partido-popular,Ayuso,0.982749342918396,0.03331383690237999,Monasterio,0.9932981133460999,Monasterio,0.1302800327539444,0.9867933392524719,0.03779686987400055
1348000862023643139,"¿Donde estás @sanchezcastejon que no te veo? Esto decías en 2018, q listo. https://t.co/WAHBNEMoJF",carmen-riolobos-regadera,partido-popular,@sanchezcastejon,0.06058889254927635,0.0012594308936968446,Abascal,0.7292405366897583,Abascal,0.0018067117780447006,0.2729945480823517,0.0010175867937505245
1348225053025054720,"📸  Cuando Almeida ha despejado las principales calles para que Madrid pueda empezar a funcionar, llega Sánchez el ausente a hacerse la foto de rigor.

Solo le falta decir: ""Hemos vencido a Filomena"". https://t.co/4RuKQIiWPV",jaime-eduardo-de-olano-vela,partido-popular,Sánchez,0.9616985321044922,0.006659161765128374,Iglesias,0.9720680713653564,Iglesias,0.009967394173145294,0.9362856149673462,0.004252060316503048
1348230554223861763,"En la reunión del Comité de Coordinación de Protección Civil (CECOD), presidida por @sanchezcastejon y junto al ministro Fernando Grande-Marlaska. 

Estudiando actuaciones para recuperar paulatinamente la normalidad, sin perjuicio de la seguridad. #BorrascaFilomena. https://t.co/0EaHZA9sOh",jose-luis-abalos-meco,psoe,@sanchezcastejon,0.004142610356211662,0.002559564309194684,Iglesias,0.006876118015497923,@IdiazAyuso,0.002566698007285595,0.005135760642588139,0.001825842191465199
1348231253636620289,"Ahí están los soldados españoles, esos que según @sanchezcastejon son gasto superfluo.

Siempre dando lo mejor de sí mismos al servicio de España

 https://t.co/06Bad6d4Nz",,,@sanchezcastejon,0.011348363943397999,0.0014886260032653809,Iglesias,0.06924385577440262,@IdiazAyuso,0.0016357740387320518,0.028907740488648415,0.0010655760997906327
1348310932569681921,"🔴 El de la izquierda es el Presidente @pablocasado_ que sin convocar a medios de comunicación ha cogido pala para echar una mano en centros de salud.

🔴 El de la derecha es @sanchezcastejon que es “izquierda caviar”.... https://t.co/p8hfy0PG6J",javier-merino-martinez,partido-popular,@sanchezcastejon,0.9859063625335693,0.026881428435444832,Sánchez,0.99432373046875,Sánchez,0.17243480682373047,0.9578211307525635,0.006669231224805117
1348613378634375169,"Si os preguntabais por qué Casado no subió ningún selfie cuando acabó de dar palazos, aquí tenéis la respuesta. La segunda foto no daba votos.

https://t.co/Ev2YwNklIR",jaume-asens-llodra,catalunya-en-comu,Casado,0.04243093356490135,0.0008016748470254242,Iglesias,0.15743742883205414,@Yolanda_Diaz,0.0014037149958312511,0.06187353655695915,0.000801103247795254
1348669270792798208,!!!Atacando a Sanchez!!! 😱😱😱Vox considera «obscena» la foto de Casado y ataca a Almeida y Díaz Ayuso por su gestión de la nevada https://t.co/HuviqKLu7j,carmen-riolobos-regadera,partido-popular,Casado,0.8989143967628479,0.0030892309732735157,Monasterio,0.9546869397163391,Monasterio,0.005728027317672968,0.9319182634353638,0.004308253992348909
1348669270792798208,!!!Atacando a Sanchez!!! 😱😱😱Vox considera «obscena» la foto de Casado y ataca a Almeida y Díaz Ayuso por su gestión de la nevada https://t.co/HuviqKLu7j,carmen-riolobos-regadera,partido-popular,Ayuso,0.8989143967628479,0.0030892309732735157,Monasterio,0.9444403648376465,Monasterio,0.004811110906302929,0.944181501865387,0.004743495490401983
1349371854516051968,Casado exige a Sánchez que tome medidas ante la «incomprensible» subida de luz en plena ola de frío https://t.co/0qW4Kxz2Zx vía @ABCespana,concepcion-gamarra-ruiz-clavijo,partido-popular,Casado,0.006638436112552881,0.0016284736339002848,Sanchez,0.009364773519337177,Rivera,0.0016988872084766626,0.007390187121927738,0.001498249708674848
1349371854516051968,Casado exige a Sánchez que tome medidas ante la «incomprensible» subida de luz en plena ola de frío https://t.co/0qW4Kxz2Zx vía @ABCespana,concepcion-gamarra-ruiz-clavijo,partido-popular,Sánchez,0.006638436112552881,0.0016284736339002848,Iglesias,0.009522994048893452,@Yolanda_Diaz,0.001860117889009416,0.006053065415471792,0.0017460910603404045
1349635785746755584,"Cinco días después de que dejara de nevar en Madrid, Batalla del Salado en el distrito de Arganzuela sigue igual que el día después de la nevada, solo limpio el carril bus. Se que la situación es complicada, pero no se a qué se han dedicado Ayuso y Almeida estos días. https://t.co/Hi54D2W7ul",cesar-joaquin-ramos-esteban,psoe,Ayuso,0.9184737205505371,0.006525923497974873,Sánchez,0.9531763792037964,Casado,0.009987568482756615,0.8697144389152527,0.005627238191664219
1349664112792506370,Es repulsivo que un partido que pide afiliación a asesinos terroristas condicione la gobernabilidad de nuestro país. Toda España vio cómo Ciudadanos ofreció una alternativa moderada y Sánchez prefirió pactar con Otegi. https://t.co/MqxZTbmiVZ,ines-arrimadas-garcia,ciudadanos,Sánchez,0.9951615929603577,0.9961712956428528,@Yolanda_Diaz,0.9956578016281128,Monasterio,0.9967104196548462,0.995429277420044,0.9950972199440002
1349684168528191488,Vicente Vallés hablando claro y dejando en evidencia el nefasto gobierno de la mentira del peligroso tándem Sanchez e Iglesias. Si es posible bajar el IVA de la electricidad. https://t.co/kfP4agBw5p,,,Sanchez,0.9972900152206421,0.9684677124023438,@monasterioR,0.9974868297576904,Sánchez,0.9765878915786743,0.9963886737823486,0.35248124599456787
1349715132998410241,"Lo que ha molestado en Podemos, no es que Bono diga que el partido está al servicio de Iglesias y Montero, es que les llame matrimonio. 

¡El matrimonio es burgués! Lo de la gente de abajo es vivir en caserones independientes con escolta, piscina y jardín ¡pero casarse es facha!",guillermo-diaz-gomez,ciudadanos,Iglesias,0.9918753504753113,0.08406061679124832,@Santi_ABASCAL,0.9942585229873657,Monasterio,0.1793283224105835,0.9873046278953552,0.04951611906290054
1349777142855434241,El Gobierno miente mas que habla. Su insensibilidad hacia los consumidores con la subida de la Luz es  brutal. @sanchezcastejon @PabloIglesias @agarzon https://t.co/YBGlflrHTI,carmen-riolobos-regadera,partido-popular,@sanchezcastejon,0.9968380928039551,0.9794490337371826,Monasterio,0.9970293045043945,Abascal,0.9951702952384949,0.9969419836997986,0.9461299777030945
1349804233529421826,"""Reduzcamos el IVA del 21% al 4% o al 10%. No es nada extraño. En Italia está al 10%, en R. Unido al 5% y en Bélgica al 6%"".

Esto decía Pablo Iglesias sobre el IVA de la luz desde la oposición. Ahora desde el Gobierno dice que no lo baja porque dañaría a la sanidad🤦🏻‍♀️

Populismo. https://t.co/FroZWdp6KA",ines-arrimadas-garcia,ciudadanos,Iglesias,0.9495992660522461,0.005179960746318102,Monasterio,0.9504680633544922,Monasterio,0.005320912692695856,0.9335101246833801,0.0041502779349684715
1350001993520205829,"Envían una carta para que Europa No de fondos europeos a España.
Se oponen a los presupuestos 2021 por que aumenta el gasto público 
Piden que se rebaje los impuestos a los ricos 
Y ahora piden que aumente el gasto en 50.000M€
De traca y truco 
Casado miente siempre https://t.co/94gUzUje9f",jose-zaragoza-alonso,psoe,Casado,0.9959216117858887,0.9943841695785522,Ayuso,0.9965460896492004,Abascal,0.9958231449127197,0.9959321618080139,0.9942538142204285
1350016215830433793,"Cs es el único partido que ha defendido siempre la separación de poderes y que nunca ha participado del reparto del CGPJ. Mi compañera @maitepagaza ya ha denunciado ante la Comisión Europea el nuevo asalto al Poder Judicial que planean Sánchez e Iglesias.
https://t.co/4DmJ7B65Ju",,,Sánchez,0.46208903193473816,0.0009859608253464103,Abascal,0.844842255115509,Abascal,0.002207329962402582,0.31765279173851013,0.0008266947115771472
1350061872184233984,Estamos a tiempo de evitar el peor escenario posible: que haya un descontrol absoluto de los contagio y se paralice el Plan de Vacunación. Para conseguirlo @InesArrimadas propone un #ConfinamientoInteligente que siga el criterio de los expertos y los ejemplos de otros países. https://t.co/kCHn4MhQUt,jose-maria-espejo-saavedra-conesa,ciudadanos,@InesArrimadas,0.02304195426404476,0.0008439862867817283,Sanchez,0.2359241098165512,@Yolanda_Diaz,0.0009190505370497704,0.03488738089799881,0.0007818971644155681
1350081697417752586,"🇳🇱 El gobierno de Rutte, el mejor aliado de Pablo Casado en el intento de bloquear la llegada de los fondos europeos a España, dimite por xenófobo.

Qué escándalo

https://t.co/OKCcYmhkRs",lucia-munoz-dalda,podemos,Casado,0.9858479499816895,0.03783634305000305,@monasterioR,0.9941402077674866,@monasterioR,0.3446325361728668,0.984813392162323,0.03538035601377487
1350082960737923072,Gamarra: El primer año de Sánchez e Iglesias en La Moncloa tiene consecuencias pésimas para los riojanos  https://t.co/qcEyy2moGA,javier-merino-martinez,partido-popular,Sánchez,0.09218835830688477,0.0006821752176620066,Abascal,0.6563709378242493,@monasterioR,0.0016350735677406192,0.0110501479357481,0.0012900149449706078
1350082960737923072,Gamarra: El primer año de Sánchez e Iglesias en La Moncloa tiene consecuencias pésimas para los riojanos  https://t.co/qcEyy2moGA,javier-merino-martinez,partido-popular,Iglesias,0.09218835830688477,0.0006821752176620066,Ayuso,0.8547714948654175,Ayuso,0.002158435294404626,0.34337317943573,0.0008352079894393682
1350122603856470018,"Esta noche a las 21.00 h (CET):
@Santi_ABASCAL y @GiorgiaMeloni, mesa redonda sobre el futuro del patriotismo...

#ElFuturoDeLosPatriotas 
👇👇

https://t.co/5Yw3VGMOVB",jose-maria-figaredo-alvarez-sala,vox,@Santi_ABASCAL,0.004208975005894899,0.0024002459831535816,Iglesias,0.007627491373568773,@IdiazAyuso,0.0025402011815458536,0.004917505197227001,0.0020378141198307276
1350150050966601728,"La pandemia ha puesto en evidencia que la ciencia y el pensamiento crítico deben estar presentes en los debates sociales y políticos actuales.

El primer encuentro de la Tercera Cultura con @InesArrimadas 

Mañana 👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼 https://t.co/6NvqK0dMGN",maria-munoz-vidal,ciudadanos,@InesArrimadas,0.00403056712821126,0.0025218739174306393,Casado,0.006737994030117989,@pablocasado,0.002572770230472088,0.0047050039283931255,0.0020684965420514345
1350175786825875459,"La UME llega a Vallecas a petición de Franco tras la inacción de Ayuso y Almeida via @El_Plural https://t.co/2dynp48mnm

Esencia del PP.",zaida-cantera-de-castro,psoe,Ayuso,0.3884364366531372,0.0009049574728123844,Monasterio,0.7523818016052246,Monasterio,0.0016986536793410778,0.1662990003824234,0.0007103033130988479
1350411858885419008,"Llevo meses exigiendo a Sánchez legislación para pandemias y un plan B a la alarma.
Él y su candidato y ministro a tiempo parcial son responsables de la nefasta gestión en la 1ª y 2ª ola y la inacción en la 3ª.
Tras 83.000 fallecidos y 2 millones de contagiados Illa debe dimitir. https://t.co/16A4e4zfQA",pablo-casado-blanco,partido-popular,Sánchez,0.9824209809303284,0.02733948826789856,Iglesias,0.9850968718528748,Sanchez,0.027536148205399513,0.9711877703666687,0.015612232498824596
1350741770934636546,"“¿Cuántas vidas tiene que costar la Generalitat?” en @larazon_es 

👉 Illa se excusa para no tomar medidas y presiona a las CCAA
👉 Sánchez ni contesta a las cartas que le envían

Anteponen sus intereses electorales a la salud todos
¡Intolerable!

#IllaDimisión
#DóndeEstáSánchez https://t.co/ujrKpeuzsp",jaime-eduardo-de-olano-vela,partido-popular,Sánchez,0.9952591061592102,0.3152555227279663,Abascal,0.9956393241882324,Abascal,0.5146316289901733,0.9911177754402161,0.06347917765378952
1350778365196775425,"Como ha dicho @jaimeberenguerR : No habría Presidenta Ruiz Ayuso ni ninguna de sus políticas sanitarias sin @vox_es , y sin el apoyo del grupo parlamentario @vox_asambleamad. Y lo mismo para Almeida, con @madrid_vox. 100% de apoyo, no, pero lealtad, por supuesto. Se llama honor.",juan-luis-steegmann-olmedillas,vox,Ayuso,0.015117865987122059,0.0009024767787195742,Sánchez,0.017796427011489868,@IdiazAyuso,0.0010945883113890886,0.025384172797203064,0.0007626296719536185
1350931833354153987,"Estas palabras de Pablo Iglesias son un insulto para todos los españoles que se vieron obligados a abandonar su país por defender la libertad. Comparar a un prófugo de la justicia de una democracia con exiliados de la dictadura es una indignidad.

#SalvadosPablo https://t.co/k9k596bib2",ines-arrimadas-garcia,ciudadanos,Iglesias,0.5469582676887512,0.0014867050340399146,@InesArrimadas,0.8808031678199768,@Santi_ABASCAL,0.0035767541266977787,0.963630735874176,0.00828566774725914
1350951441796648964,"Cuando Pablo Iglesias llama exiliado a Puigdemont, un golpista huido de la Justicia española 

Exhibe su dudoso respeto a la democracia y al Estado de Derecho",edurne-uriarte-bengoechea,partido-popular,Iglesias,0.9928097724914551,0.7696902751922607,@sanchezcastejon,0.9947032332420349,@Santi_ABASCAL,0.9433558583259583,0.992871105670929,0.8628007769584656
1351096755505557506,"Contradicciones, mentiras, pifias y escándalos. Esto es el Gobierno social comunista de Sánchez e Iglesias, no hay maquillaje suficiente en el mundo para taparlo.  https://t.co/8m5RBT7Q2l",agustin-almodobar-barcelo,partido-popular,Sánchez,0.9939788579940796,0.9975137710571289,Rivera,0.9946320056915283,Abascal,0.9975523352622986,0.9939281940460205,0.9973313808441162
