twitter_id,original_text,slug,party_slug,comuni_toxic,comuni_very_toxic,fascis_toxic,fascis_very_toxic,most_toxic,most_very_toxic
1350532189264482310,"Recomiendo este repaso histórico y político a la historia de los comunistas españoles, escrito por @mvalienteots, responsable de la Comisión del Centenario de @elpce

https://t.co/dWTPmMpE6m",enrique-fernando-santiago-romero,sin-partido,0.003976486623287201,0.002602093620225787,0.004840578883886337,0.0020706208888441324,fascista,comunista
1350783545317466112,"Vattenfall en Suecia, Eskom en Sudáfrica, CFE en México, EDF o Engie en Francia, Gazprom en Rusia, Enel en Italia (que, por cierto, controla Endesa)... pero en España no. En España no se puede porque es una cosa socialcomunistarra. https://t.co/uY56QLxMx0",pablo-echenique-robba,podemos,0.9845830202102661,0.6832959055900574,0.9872358441352844,0.7709697484970093,fascista,fascista
1351096755505557506,"Contradicciones, mentiras, pifias y escándalos. Esto es el Gobierno social comunista de Sánchez e Iglesias, no hay maquillaje suficiente en el mundo para taparlo.  https://t.co/8m5RBT7Q2l",agustin-almodobar-barcelo,partido-popular,0.9939788579940796,0.9975137710571289,0.9934685230255127,0.9977053999900818,comunista,fascista
1351981938735673344,Un pastor cristiano que huyó del comunismo tiene que huir ahora de la Suecia progresista https://t.co/o3UiQe2IDG vía @ElentirVigo,francisco-jose-contreras-pelaez,vox,0.10696928948163986,0.0007007858948782086,0.4873114228248596,0.001146406284533441,fascismo,fascismo
1351989539221417987,"“Mi pecado es terrible;
quise llenar de estrellas
el corazón del hombre”

Se cumplen 101 años del nacimiento del poeta y militante comunista Marcos Ana, el preso que más tiempo pasó en las cárceles franquistas. Porque fuisteis, somos. https://t.co/sXhRVvoybh",irene-maria-montero-gil,podemos,0.008011206053197384,0.002410334534943104,0.009609674103558064,0.0019841527100652456,fascista,comunista
1353253705248694272,"En el 44 Aniversario de la matanza de los #AbogadosDeAtocha exigimos verdad, justicia y reparación para nuestros camaradas y llamamos a la unidad frente al fascismo y su nuevo intento de acabar con las libertades y los derechos de la clase trabajadora por los que lucharon. https://t.co/ZxpEioYyQR",enrique-fernando-santiago-romero,sin-partido,0.015983732417225838,0.0011717135785147548,0.02104395255446434,0.001061944174580276,fascismo,comunismo
1353286344768937984,"Hace 44 años la extrema derecha asesinó a los #AbogadosDeAtocha. Demócratas y antifascistas no olvidamos, seguiremos firmes conquistando derechos y vidas dignas. No descansaremos hasta hacer justicia frente a la impunidad. Nuestro país necesita memoria, justicia, y reparación. https://t.co/Vn3pGA8Jef",irene-maria-montero-gil,podemos,0.9959308505058289,0.9805108904838562,0.9952787160873413,0.9946986436843872,comunista,fascista
1353830082419298306,"Donde hay ultras es en el gobierno y entre sus aliados: socialistas extremistas, comunistas, totalitarios, terroristas, chavistas, defensores de narcodictaduras, agresores de policías, asaltacapillas....la fauna ultra al completo.

Ese es el problema real de España. https://t.co/YKqCP98FYw",santiago-abascal-conde,vox,0.9939595460891724,0.9975499510765076,0.99369215965271,0.9976758360862732,comunista,fascista
1353982738504814592,"Donde hay ultras es en el gobierno y entre sus socios comunistas, separatistas y terroristas

La comisión para investigar al Ejército de @PODEMOS y el @PSOE es una arbitrariedad y un insulto para las FFAA

Quieren terminar con cualquiera que pueda frenar sus planes totalitarios",,,0.9949867725372314,0.9962735176086426,0.9947698712348938,0.9964834451675415,comunista,fascista
1353983962507575296,"Existe un plan para destruir el prestígio de las Fuerzas Armadas, su cohesión y su liderazgo 

Las Fuerzas Armadas son garantes de la Constitución (art.8 CE)

Y el gobierno social comunista está dispuesto a subvertirla 

Por eso van contra la Justicia y contra las Fuerzas Armadas",,,0.9961249232292175,0.9581617116928101,0.9964784979820251,0.9649176597595215,fascista,fascista
1354723235041050625,"1) De la PNL registrada ayer por VOX en el Congreso: 

""Las ideologías totalitarias –nazismo y comunismo- desarrolladas después de la 1ª Guerra Mundial compartían el desprecio a la democracia y la subordinación incondicional del individuo a un “Estado total” que supuestamente...",francisco-jose-contreras-pelaez,vox,0.6986966133117676,0.001916695386171341,0.8769596219062805,0.0037505358923226595,fascismo,fascismo
1354738855522553861,España destruyó 622.000 empleos en 2020 y el gobierno socialcomunista aplaudiéndose. Que vergüenza. https://t.co/qbaNTwQppB,,,0.9941890239715576,0.9972506165504456,0.9946421384811401,0.9967206120491028,fascista,comunista
1355152037453963268,"Decían que Ángela Merkel destruía Europa.
Decían que España tiene un Gobierno criminal socialcomunista.
Hablaban del Gobierno Frankenstein.

Y ahora le aprueban a Sánchez el Plan E para administrar los fondos europeos a su antojo.

Esto es VOX👇🏻 https://t.co/4kr3dciGsJ",teodoro-garcia-egea,partido-popular,0.9947184324264526,0.9970459342002869,0.9946816563606262,0.9971041083335876,comunista,fascista
1356157591722876930,"Las predicciones del Foro de Davos para 2030: “No tendrás nada y serás feliz”  Cierto es que con los Sanchocomunistas, no tendremos nada. E infectados y jo...os , seguro. https://t.co/Gu5u1I7Jzk vía @YouTube",juan-luis-steegmann-olmedillas,vox,0.9963182210922241,0.9903490543365479,0.9955750703811646,0.9947085380554199,comunista,fascista
1357723086339117056,El gobierno socialcomunista ampara a los okupas y abandona a los hosteleros. @cucagamarra portavoz @GPPopular diciendo las cosas claras y directas. https://t.co/dtt9L6Dhfs,,,0.8879611492156982,0.003184723202139139,0.9280017614364624,0.004162014462053776,fascista,fascista
1358160240949231617,"China comunista ha ganado la guerra. Si el virus hubiese venido de  Nueva York, ¿ qué es lo que no se hubiese dicho de Estados Unidos? ¿ cuantas banderas de barras y estrellas hubiesen ardido? ¿ cuántos concesionarios de Ford saqueados?",juan-luis-steegmann-olmedillas,vox,0.9868516325950623,0.04357222467660904,0.9939761161804199,0.17676083743572235,fascista,fascista
1359398905411174408,"Pues sí: los heroicos defensores de la República podrían sufrir un esguince tirando piedras a los fascistas de Vox. Sin debido entrenamiento, el lanzamiento de adoquín puede producir luxaciones. No hay derecho: https://t.co/nEMpbhTR9u",francisco-jose-contreras-pelaez,vox,0.9871963262557983,0.039509367197752,0.989875853061676,0.07819820195436478,fascista,fascista
1359818676703215618,"Los comunistas, escandalizados porque VOX ha obligado a PP y Cs a detener el adoctrinamiento progre en los colegios (a proporcionarles una herramiento de protección, el PIN parental).

Hay días en que se alegra uno de haberse metido en política: https://t.co/Go3etsQ8jc",francisco-jose-contreras-pelaez,vox,0.996215283870697,0.9938311576843262,0.9954409599304199,0.9961459636688232,comunista,fascista
1359858176485654529,"Así se combate el populismo.

Y el nacionalismo.
Y el comunismo.
Y el sociosanchismo.

Sólo escucha a @Tonicanto1 

https://t.co/ifxVaTjkr3",maria-munoz-vidal,ciudadanos,0.9860283732414246,0.026586277410387993,0.9877095222473145,0.032576076686382294,fascismo,fascismo
1362084844356980748,El grupúsculo fascista que juraba odio eterno a los judíos -nada menos que en un homenaje a la División Azul- sin duda desconoce esto (que me llega por @LeticiaBarcia1 ): https://t.co/PLFkYRPcO8,francisco-jose-contreras-pelaez,vox,0.9968164563179016,0.9665178060531616,0.9957711100578308,0.993492066860199,comunista,fascista
1362315522352836610,"No se me ocurre peor munición contra una ley que, sin duda, debe ser modificada que unas declaraciones exaltadas de Pablo Hasel o una algarada violenta. La derecha con vocación más represiva se frota las manos  con la ingenuidad ""antifascista"" de algunos.",pau-mari-klose,psoe,0.99089515209198,0.09952591359615326,0.9900160431861877,0.07598093152046204,comunista,comunista
1362519484276310018,"Por la tarde, en la Comisión de Exteriores, toda la banda separata y comunista defendiendo al pájaro. 

Pero lo cómico fue que el podemita Pisarello (descendiente de yanito, por cierto) reprochó a @vox_es la represión

¡El gobierno a la oposición! 

Son ridículos https://t.co/2EiAIGWPOF",,,0.9932918548583984,0.9973297119140625,0.9926694631576538,0.9976150989532471,comunista,fascista
1363590627800330240,"La ultra izquierda incendia nuestras calles, arengada por los comunistas desde el gobierno 

Si @sanchezcastejon no expulsa a los bolivarianos del gobierno habrá perdido cualquier tipo de legitimidad para gobernar 

Recuperemos España 

#LeyYOrden

https://t.co/ougY1xpLqW",,,0.9966347813606262,0.9869319796562195,0.9961334466934204,0.9927539229393005,comunista,fascista
1363924823576043522,"Los etarras decidían quién vivía, ahora los proetarras deciden como viviremos.
Gobierno socialcomunistarra.",francisco-jose-alcaraz-martos,vox,0.9940114617347717,0.9968287348747253,0.9941153526306152,0.9969068169593811,fascista,fascista
1364155372529979396,"Aquí todos los enemigos de España.
Perdón,  faltan los  del Gobierno socialcomunistarra. https://t.co/JgBDwQUqWE",francisco-jose-alcaraz-martos,vox,0.9946110248565674,0.9968515038490295,0.9956306219100952,0.9948329925537109,fascista,comunista
1364161105652834318,"⁦@Macarena_Olona⁩ : ""La mayor traición del PP es rendir el CGPJ al Gobierno socialcomunista"" - https://t.co/gLwYeJBeTZ https://t.co/EOcJJDrNpH",emilio-jesus-del-valle-rodriguez,vox,0.993884265422821,0.14623306691646576,0.9951207041740417,0.27582406997680664,fascista,fascista
1364172334312128516,"Macarena Olona: ""La mayor traición del PP es rendir el CGPJ al Gobierno socialcomunista""
@Macarena_Olona @elEconomistaes
@estherestebanh https://t.co/Sxb272EoQn",,,0.9891890287399292,0.03602081164717674,0.9917313456535339,0.054694537073373795,fascista,fascista
1364508032651132929,El discurso de @Santi_ABASCAL en el que la mayoría de españoles pueden sentirse identificados en su defensa contra la negligente gestión del Gobierno social-comunista,francisco-jose-alcaraz-martos,vox,0.9836656451225281,0.05006330460309982,0.9895992279052734,0.0733480304479599,fascista,fascista
1365977773022527491,"Esta es la España de @sanchezcastejon y los comunistas 

El pueblo español los echará a patadas 

#soloquedavox 

 https://t.co/GCFfhtbTxt",,,0.9962116479873657,0.991305410861969,0.9952238202095032,0.9942084550857544,comunista,fascista
1366176857247412225,"Pocas descripciones tan vívidas del terror rojo en zona republicana como la del entonces comunista Orwell. Le tocó padecerlo como miliciano del POUM, perdedor de la mini-guerra civil intra-frentepopulista de mayo de 1937.

Esto de @LainzJesus : https://t.co/hIQeb8aIqe",francisco-jose-contreras-pelaez,vox,0.07980825752019882,0.0008163844468072057,0.0862012505531311,0.000815674546174705,fascista,comunista
1366361798862123008,"Hoy hemos registrado una pregunta a RTVE para que expliquen por qué blanquearon el fascismo en los informativos llamando ""jóvenes con banderas de España"" y la ""joven que criticó a los judíos"" a conocidos neonazis. https://t.co/av25KJAOmA",pablo-echenique-robba,podemos,0.9658548831939697,0.01353013888001442,0.9794442653656006,0.03276669979095459,fascismo,fascismo
1366430716242907155,"El gobierno socialcomunista de Sánchez e no sabe cómo sacar a España de la profunda crisis sanitaria y económica en la que está sumida, tendremos que ser una vez más @pablocasado_ y @populares los que salgamos al rescate de España 🇪🇸 https://t.co/UOUDi9KIJN",jose-angel-alonso-perez,partido-popular,0.9779222011566162,0.021635714918375015,0.9802387952804565,0.023803014308214188,fascista,fascista
1366649421740601344,"Italia fue escuela del uso por parte de las cloacas del Estado de la síntesis de acoso fascista, acoso judicial y acoso mediático. Y Pasolini es escuela de lo bello, de lo que agita y de toda reflexión y práctica emancipatoria.
Intenso texto de #WuMing1 
https://t.co/9huLn9fved",anton-gomez-reino-varela,podemos,0.979933500289917,0.043850574642419815,0.9843102693557739,0.0584515742957592,fascista,fascista
1366879539893313544,"VOX se querella contra una asociación de víctimas del terrorismo  de ETA y abre indirectamente la puerta a que los tribunales dictaminen sobre si tienen tendencias nazis y fascistas o no, y si su discurso puede amparar actos terroristas o no.

Esto sí que no lo vimos venir, eh",pedro-antonio-honrubia-hurtado,podemos,0.07958602160215378,0.0007490283460356295,0.07353223115205765,0.0007451276760548353,comunista,comunista
1367359611284705283,"Ni #Marlaska se atrevió a tanto!!

Vox se querellará contra las víctimas del terrorismo por vincularlo con el fascismo https://t.co/cIsirr9ILs vía @ABCespana",ana-belen-vazquez-blanco,partido-popular,0.8775097727775574,0.0028998963534832,0.7980396151542664,0.0019134205067530274,comunismo,comunismo
1367561835235442691,"El Decano de Derecho de la @unicomplutense expulsa a @cuquemar para impedirle que de una charla sobre la historia criminal del comunismo. Censura. Marcial, tú pon nuevo día y hora. A esta Diputada le encantará acompañarte a la Universidad. https://t.co/GCSwZZnpdV",,,0.9944334626197815,0.9956092238426208,0.9941697120666504,0.9965732097625732,comunismo,fascismo
1368646613472862209,"🔵 @TeoGarciaEgea 👉🏼 _""Los Gobiernos Frankenstein empiezan defendiendo okupas y acaban expropiando pisos""._
!!!Que miedo!!! este gobierno de Sánchez e Iglesias, cada vez más comunista, no respeta ni la propiedad privada. https://t.co/aBRXno86fZ",carmen-riolobos-regadera,partido-popular,0.9964871406555176,0.9894573092460632,0.9961987137794495,0.9912459254264832,comunista,fascista
1368946504161976320,"Y usaron pintura tan negra como su corazón.
El color negro del fascismo.
#8M2021 
#FeminismoConMemoria https://t.co/NmxyOC2U1w",jose-zaragoza-alonso,psoe,0.9959328770637512,0.9629512429237366,0.9946733117103577,0.9953870177268982,comunismo,fascismo
1368959178224640001,Todos los medios y terminales progres hablan de que Rato vuelve a prisiòn. Pero callan la legión de cargos socialistas y comunistas y sindicalistas que lo acompañarán . https://t.co/zsZ6p9Z47P,luis-gestoso-de-miguel,vox,0.961635947227478,0.007367914542555809,0.9857592582702637,0.027496354654431343,fascista,fascista
1369612212021714945,"La extrema derecha fascista recurre a la DERROTADA ETA para atacar personalmente al ministro Marlasca.

La repulsiva utilización de las Víctimas les ha salido una vez más “rana”.

Se creen dueños de la utilización del dolor de las víctimas.

La respuesta ha sido dignidad.",zaida-cantera-de-castro,psoe,0.9739084839820862,0.012437851168215275,0.986478328704834,0.0325850211083889,fascista,fascista
1369644136018677761,"Es una pena ver a @CiudadanosCs , un partido que surgió para plantar cara al nacionalismo en Cataluña, convertido en el báculo del gobierno social comunista 

Traicionan a sus votantes poniendo en manos de la izquierda radical los gobiernos autonómicos en los que participaban",,,0.9757674932479858,0.012448820285499096,0.994188666343689,0.1542174220085144,fascista,fascista
1369720317313171463,"Vista la deriva del PSOE, creo que en breve Sánchez va a presentar una moción de censura contra su Gobierno socialcomunista. Así podrá vender que él es la salvación frente a comunistas y separatistas.",francisco-jose-alcaraz-martos,vox,0.994853675365448,0.9967989921569824,0.994763970375061,0.9969205856323242,comunista,fascista
1370314876275585034,Los discursos de odio de la izquierda y las alertas antifascistas contra @vox_es y @Santi_ABASCAL son las que provocan éstas agresiones. UN HOMBRE INTENTA AGREDIR A ABASCAL Y A GARRIGA EN BARCELONA https://t.co/BpFdwR4TPf https://t.co/zTJrliesl3,luis-gestoso-de-miguel,vox,0.9528915286064148,0.00624698493629694,0.9360542893409729,0.004803605377674103,comunista,comunista
1370724188831559681,"¿Es obligación de los hombres, avisar si tienen la intención de ser padres? La discriminación y la violencia de género existe por mucho que los fascistas quieran negarla. 
https://t.co/Lw0dmzrobr via @cuatro",antonia-jover-diaz,podemos,0.9568607807159424,0.00932665728032589,0.9860312938690186,0.04014570266008377,fascista,fascista
1371440378142978051,"Pablo Iglesias nos deja claro lo que nos jugamos en Madrid:

Socialcomunismo o Libertad",edurne-uriarte-bengoechea,partido-popular,0.960392415523529,0.008966417983174324,0.8921360373497009,0.003776159370318055,comunismo,comunismo
1372949047531737094,"@PabloIglesias Que se normalice que hay una formación política que puede gobernar en Madrid que reivindica los gobiernos de la dictadura y hace apología del terrorismo del Estado y del fascismo es peligroso y una amenaza para la democracia"".
https://t.co/hwMF1iNJaa",maria-marquez-guerrero,,0.9795398712158203,0.01557155977934599,0.9807447791099548,0.016619490459561348,fascismo,fascismo
1373574991023865860,El nepotismo comunista. Rafa Mayoral enchufa a su novia como jefa de prensa de Podemos y redactora del diario de Dina: https://t.co/F3NV5nTRCz,carmen-riolobos-regadera,partido-popular,0.9943501353263855,0.9973016977310181,0.993757963180542,0.9977053999900818,comunista,fascista
1374111617152090116,"El PP llama ""comunismo"" a la Constitución española https://t.co/fNsAGSbyMn",pablo-iglesias-turrion,,0.8330501317977905,0.0025650972966104746,0.9181698560714722,0.004934102296829224,fascismo,fascismo
1374423316673429505,"Alucinante la sesión sobre la PNL del PP de condena del comunismo. TODA la izquierda volcada en la reivindicación del comunismo, PSOE incluido. Hay que verlo para creerlo.",francisco-jose-contreras-pelaez,vox,0.351635605096817,0.0009871780639514327,0.7908079624176025,0.0025199386291205883,fascismo,fascismo
1374428104697942028,"Terrible exhibición de Vivas y aplausos al comunismo hoy en el Congreso, de Bildu, de Cup, de ERC, de Podemos... y del PSOE

100 millones de víctimas del comunismo negadas hoy por la izquierda española

Dictaduras comunistas de antes y de ahora justificadas y legitimadas",edurne-uriarte-bengoechea,partido-popular,0.9631951451301575,0.009952140972018242,0.975536584854126,0.01638677716255188,fascista,fascista
1374428104697942028,"Terrible exhibición de Vivas y aplausos al comunismo hoy en el Congreso, de Bildu, de Cup, de ERC, de Podemos... y del PSOE

100 millones de víctimas del comunismo negadas hoy por la izquierda española

Dictaduras comunistas de antes y de ahora justificadas y legitimadas",edurne-uriarte-bengoechea,partido-popular,0.9631951451301575,0.009952140972018242,0.974647045135498,0.01763163134455681,fascismo,fascismo
1374451466509819911,".@IdiazAyuso convocó el 4M porque venían 3 mociones de censura en camino.
Se votará progreso o intolerancia, empleo o paro, oportunidades o más impuestos, educación en libertad o adoctrinamiento en la mediocridad, sanidad de calidad o incompetencia. Libertad o comunismo. https://t.co/8WOFzPtRbP",pablo-casado-blanco,partido-popular,0.9789699912071228,0.015651676803827286,0.9960795044898987,0.4282500743865967,fascismo,fascismo
1374473054449934345,"Hoy en el Congreso se han puesto a discutir si el nazismo o el comunismo son uno peor que otro... 

Todos buscando algún rédito electoral. En @CiudadanosCs hemos preferido contar 2 historias. Una perpetrada por el comunismo... https://t.co/SDYcPpEQlX",guillermo-diaz-gomez,ciudadanos,0.19817601144313812,0.000729343097191304,0.6590143442153931,0.0013187157455831766,fascismo,fascismo
1374629566422077444,"Escuchen el testimonio de mi compañero @edelvallerod sobre su hermana monja en Cuba: hambre, miseria y sarna. 
Eso es el comunismo que defiende parte del Gobierno. https://t.co/hV64TKZNan",carla-toscano-de-balbin,vox,0.9505589008331299,0.10386300832033157,0.9877415895462036,0.5982857942581177,fascismo,fascismo
1374671981099028484,"Cuando se banaliza el nazismo o el comunismo se juega con mucho dolor y se parasita el sufrimiento de millones. No todo vale para la propaganda. No. 

 https://t.co/JhYftLnw7g",guillermo-diaz-gomez,ciudadanos,0.9662293195724487,0.010872011072933674,0.9633603692054749,0.011370404623448849,comunismo,fascismo
1375164603647295490,"El PP de Pablo Casado se ha aliado en #Murcia con el fascismo y la corrupción.

En el @PSOE hemos pedido al Pacto Antitransfuguismo que declare tránsfugas a los tres ex miembros de Ciudadanos, ahora en el Gobierno murciano, ante lo que consideramos un nuevo tamayazo. https://t.co/qK8gaCmaDi",alfonso-rodriguez-gomez-de-celis,psoe,0.9965236783027649,0.9880466461181641,0.9953864216804504,0.995394766330719,comunismo,fascismo
1375512564830859272,"Impagable Macario Valpuesta (VOX) en el Parlamento andaluz. 

Si ya no hay niños, ¿para qué hacer colegios?

Y zasca final a un comunista que se reía de la quema de iglesias: 

https://t.co/7g56Bvd8y4",francisco-jose-contreras-pelaez,vox,0.9868380427360535,0.030150486156344414,0.9956329464912415,0.3218672573566437,fascista,fascista
1375879327162728452,"Emilio Del Valle @edelvallerod sacó los colores al comunista Santiago, describiendo la verdad de la “ Sanidad” comunista cubana: ""En Cuba sólo hay miseria” Eso es lo que quiere la izquierda falsaria para Madrid, ya sea de Errejín o de Pablito. https://t.co/frheVJo0nP vía @YouTube",juan-luis-steegmann-olmedillas,vox,0.9924907088279724,0.114399254322052,0.9958128333091736,0.5026984810829163,fascista,fascista
1375910175421386763,"Los informativos de las televisiones se han sumado a la campaña del Gobierno socialcomunistarra ignorando y ocultando a VOX. 
Son el brazo mediático de quienes les alimentan con las subvenciones gracias a los autónomos y trabajadores que no llegan a fin de mes.
#SoloQuedaVox",francisco-jose-alcaraz-martos,vox,0.9958662986755371,0.9951621890068054,0.9959450364112854,0.9939326643943787,fascista,comunista
1376105203406102532,"El PP ha pactado con Podemos y el PSOE esta semana repartirse RTVE y negocian los jueces. Para eso no son comunistas ni sanchistas, para eso, hermanos de sangre.",guillermo-diaz-gomez,ciudadanos,0.9955196380615234,0.41150975227355957,0.9969601631164551,0.891025722026825,fascista,fascista
1376199645207146496,"Hoy es el aniversario del fallecimiento del poeta Miguel Hernández en las cárceles franquistas.

Sus dos ""graves delitos"" fueron permanecer leal a la legalidad constitucional republicana y ser militante comunista

Otro comunista que dio su vida por la libertad. https://t.co/ev4ZDzxOln",enrique-fernando-santiago-romero,sin-partido,0.011911103501915932,0.0015164078213274479,0.5420594811439514,0.004594293422996998,fascista,fascista
1376220897930059784,Artículo de Ignacio Gil Lázaro: el comunismo aquí es un peligro acechante. https://t.co/vbSWCMwOBY,emilio-jesus-del-valle-rodriguez,vox,0.9740538001060486,0.01304768305271864,0.9710009098052979,0.018893258646130562,comunismo,fascismo
1376807675246297092,El secretario general del partido comunista nuevo Secretario de Estado para la Agenda 2030. Políticas del pasado para diseñar nuestro futuro. Pobre país. Pero hay alternativa. @populares #ActivemosEspaña,,,0.029267363250255585,0.00083346659084782,0.9555410742759705,0.009253544732928276,fascista,fascista
1376879430656737286,La candidata de la derecha dice que el fascismo es el lado bueno de la historia. Vivimos ataques muy graves a la tolerancia y la convivencia. Parar al fascismo es obligación de todos los demócratas. Pablo ha dado un paso al frente para que ese proceso sea lo más eficaz posible. https://t.co/LFIYIAd28U,enrique-fernando-santiago-romero,sin-partido,0.08212680369615555,0.0007522215018980205,0.7411127686500549,0.0016193827614188194,fascismo,fascismo
1376913085315829760,"Iglesias ya no está en el Gobierno pero Podemos sigue formando parte del mismo y además nos ha colocado al secretario general del partido comunista dentro.
Políticas del pasado para diseñar nuestro futuro.",agustin-almodobar-barcelo,partido-popular,0.9905017614364624,0.07493747770786285,0.9923927783966064,0.09599137306213379,fascista,fascista
1376936449946357760,"Tremendo como informa la @COPE sobre la agresión de un grupo de fascistas a gente de Unidas Podemos que visitaba una asociación de vecinos en Coslada...la Cope convierte a Pablo Iglesias en el sujeto agresor, diciendo que “increpa” a los fascistas. Es surrealista todo. https://t.co/rY3XLAxdSv",juan-antonio-lopez-de-uralde-garmendia,podemos,0.9839690923690796,0.02081417292356491,0.9907649755477905,0.05173299461603165,fascista,fascista
1376946092529569794,"Ayuso dirá que están en el lado correcto de la historia, los medios dirán que son manifestantes con banderas. Son NAZIS. Y llegará el día que vendrán a por tus derechos, si no hacemos de Madrid un rompeolas antifascista. https://t.co/V2NmDwnECX",jaume-asens-llodra,catalunya-en-comu,0.996387243270874,0.9918256998062134,0.9968748092651367,0.9857804179191589,fascista,comunista
1377181976134705157,Tiene razón Pablo Iglesias cuando dice que en Madrid no debe haber sitio para los canallas neonazis . De la misma manera que no deberia haber sitio para los canallas populistas comunistas que élenviaba a los escraches del @populares .https://t.co/ezv5PLgwa1,eloy-suarez-lamata,partido-popular,0.9973835349082947,0.8915884494781494,0.9972192049026489,0.9746817350387573,comunista,fascista
1377547966270029838,"Han hecho secretario de Estado para la agenda 20/30 a un comunista, representante de las FARC, que sueña con asesinar a los reyes. 
Lógico; necesitan a un profesional para implantar una agenda totalitaria. https://t.co/YRHDbgp13S",santiago-abascal-conde,vox,0.9961638450622559,0.9926562905311584,0.9956873059272766,0.9947408437728882,comunista,fascista
1377641292746919936,"La ultraderecha, en su desesperación, se dedica a destruir la democracia e intoxicar. Todo nuestro tiempo está dedicado a luchar por un país justo y decente que garantice todo los derechos humanos. Esa es la forma de parar al fascismo. https://t.co/kHAQsZb5cX",enrique-fernando-santiago-romero,sin-partido,0.9957876801490784,0.9934932589530945,0.9946697354316711,0.9962737560272217,comunismo,fascismo
1377893727738417152,"Hoy #ViernesSanto, es también el 16 aniversario de la muerte de Juan Pablo II, decisivo en la caída del comunismo. 
Aquí algo de su inmenso legado.
“El Amor vence siempre” https://t.co/T0A17DpgpS",,,0.005368220154196024,0.00230838218703866,0.006543280556797981,0.0018117488361895084,fascismo,comunismo
1377937294594822145,"El fascismo no empezó en los campos de concentración. El odio se inoculó primero con discursos como el de VOX. Luego vinieron atentados como los de hoy en Podemos Cartagena.
https://t.co/Cp945aLGja",jaume-asens-llodra,catalunya-en-comu,0.9909862875938416,0.06903933733701706,0.9917420148849487,0.1296842396259308,fascismo,fascismo
