twitter_id,original_text,slug,party_slug,emojis,toxicity,toxicity_without_emojis,sev_toxicity,sev_toxicity_without_emojis
1435207488165515267,"- Vox genera odio homófobo y contra los migrantes.
- El PP lo blanquea. 
- Hay gente que se siente legitimada para hacer ataques homófobos y racistas. 
🔄",jaume-asens-llodra,catalunya-en-comu, 🔄,0.7158534000000001,0.9959516525268555,0.48876458,0.9940165281295776
1400529277767110666,"Hoy un compañero ha sufrido un ataque digital y una suplantación de cuenta en esta red social. @danielsenderos todo mi apoyo y solidaridad, no podrán callarnos porque su cobardía compite solo con su estupidez. Un abrazo, fuerza y orgullo socialista @PSOE🌹@gpscongreso ✊ https://t.co/M3UscEnuwV",,, ✊,0.6810154,0.008243415504693985,0.20246385,0.0013885860098525882
1356902960492662784,"El PP hace preguntas para las que no quiere respuesta, hace ruido mientras se lee un artículo de la Constitución y demuestra una y otra vez que España no tiene la oposición responsable que se merece. Impresionante el ridículo de García Egea en el Congreso 👇🏽 https://t.co/rGjcy5eTzU",pablo-iglesias-turrion,, 👇🏽,0.6706565999999999,0.8107799887657166,0.07210682,0.0020347493700683117
1359103555483877376,🔴🔴La inutilidad de este gobierno corrupto y criminal en una sola noticia 👇🏻 #SoloQuedaVox 🔴🔴 https://t.co/7grXkCNu2w,luis-gestoso-de-miguel,vox, 👇🏻,0.66870046,0.9940880537033081,0.4202294,0.9968079924583435
1439872552306884609,"Toda la mierda que había detrás del incendio de una planta de residuos llega a juicio  👉🏽 Comienza el macrojuicio contra los piratas de los residuos tóxicos de #Chiloeches
 -  https://t.co/oWLMFpsxHm",juan-antonio-lopez-de-uralde-garmendia,podemos, 👉🏽,0.66870046,0.0700119286775589,0.47049925,0.000860618834849447
1452509229991010305,"Buenos días, al lío, con la comparecencia del Gobernador del Banco d 🇪🇸 arranca la tramitación d los #PGE,
Pedro Sánchez quiere sacarlos adelante con el apoyo d toda la gentuza q el sábado se manifestó en favor de los asesinos de ETA, vergonzoso e indigno, fiscalizaremos cada €. https://t.co/ncdiMEYDBN",agustin-almodobar-barcelo,partido-popular, 🇪🇸,0.6588263000000001,0.9930889010429382,0.20246385,0.9976196885108948
1368576270905262091,"Que levante la mano el que NO se haya reunido con el mafioso de las cloacas Villarejo. 🙋

Que así acabamos antes. https://t.co/ERoMkyXZ0u",pablo-echenique-robba,podemos, 🙋,0.65758085,0.9943931102752686,0.4202294,0.9969183206558228
1353646366547980289,"Cada vez más políticos corruptos que se han vacunado saltándose la cola.

En @maldita_es hay una lista 👉 https://t.co/OCXHNBsDc8 Pero eso es sólo lo que se sabe por la prensa.

Las administraciones deben publicar la lista COMPLETA.

Por cierto, ¿todos los políticos son iguales? https://t.co/yd7vejRpIr",pablo-echenique-robba,podemos, 👉,0.64408785,0.3728644847869873,0.4202294,0.000867740367539227
1373992795602571266,"El PP jamás ha pedido disculpas por su corruPPción, no nos sorprende que tampoco lo pida por su machismo troglodita.

📽 @Alber_Canarias lo deja muy claro. 👇
https://t.co/6ZuWrCZDNJ",maria-marquez-guerrero,, 📽 👇,0.64408785,0.9948952794075012,0.20286666,0.9966707825660706
1435297904042913794,"🛑 Brasil 🇧🇷 

Bolsonaro, hundido en su popularidad, lanza bravuconadas golpistas. 

Mientras, las mujeres indígenas se movilizan así para dejarle claro que no permitirán el saqueo de sus tierras y sus ríos.

#MarchaDasMulheresIndigenas 

https://t.co/bvDHQmutSe",gerardo-pisarello-prados,catalunya-en-comu, 🛑 🇧🇷,0.6386644,0.6002532243728638,0.5259741,0.0015441806754097342
1390617665601998850,"En Toledo se reparten 6 escaños.

✅ En las elecciones del #28A, VOX arrebató el sexto escaño a Podemos.

✅ En las elecciones del #10N, evitamos que el sexto escaño fuese para el PSOE.

Otro ejemplo que demuestra que Pablo Casado miente.

#CasadoMentiroso 🤥 https://t.co/mQLRMGRq4i",manuel-mariscal-zabala,vox, ✅ ✅ 🤥,0.61682326,0.9946308135986328,0.20246385,0.25523075461387634
1453692958780313600,"Son una mafia, este es el “patrotismo” del PP: el robo, la estafa y la evasión fiscal! 😡

https://t.co/woDZVdXkx6 https://t.co/uDBKJeKAMU",marisa-saavedra-munoz,podemos, 😡,0.6167373,0.991496741771698,0.30887765,0.9978926777839661
1397927322620026888,"🗣“Estas feminazis no tenían que jugar nunca”.

🤬Esta intolerable afirmación se coló en una retransmisión de la liga de primera división femenina.

💜 He preguntado al presidente de RTVE sobre los protocolos contra los discursos del odio y he propuesto una campaña específica 👇 https://t.co/VAkbVQUwxd",joan-mena-arca,catalunya-en-comu, 💜 👇,0.61640036,0.9324108958244324,0.6543053000000001,0.007304143160581589
1453010419543678984,"📹 España necesita que prioricen el Pacto de Estado contra la #ViolenciaGénero,➕recursos para las #FCSE que luchan contra esta lacra, así como una Ley contra la Trata que nunca llega.

🔜 Dejen sus guerras cainitas para ver quién es más feminista y pónganse a trabajar. #PGE2022 https://t.co/fMX0n9JUAH",rosa-maria-romero-sanchez,partido-popular, 📹 🔜,0.61538047,0.014362039044499397,0.6179983,0.0009935346897691488
1388019896609615878,"💶 @sanchezcastejon quiere asfixiar a los Ayuntamientos para disimular su incompetencia: ¡no tiene vergüenza!

✍️ Ya podéis leer mi nuevo artículo en @merca2_es

👉 https://t.co/1NROTxvOPv https://t.co/C0a3hLl5ZO",antonio-pablo-gonzalez-terol,partido-popular, 💶 ✍️ 👉,0.61499923,0.995807409286499,0.4202294,0.9858554005622864
1388076835867709441,"Mañana, 1 de mayo, tú decides:

🦐 Sindicatos subvencionados y Ministra comunista de Vanity Fair.

👷 @solidaridad_esp. 

Pagarles las mariscadas y las mechas/Defenderte.

Yo os veré en Conde Casal con @Rodrigo_AlonsoF. Llenemos las calles de auténtica lucha. https://t.co/iXI01uSavX",,, 🦐 👷,0.60570884,0.9888461232185364,0.82030463,0.04119887575507164
1445474993639510016,"“La infancia es a veces un paraíso perdido, pero otras, es un infierno de mierda.”

Fin del día con una cita ✍️ del escritor y poeta uruguayo, Mario Benedetti. 📖🇺🇾 https://t.co/WGseGDHqmf",,, ✍️,0.59143925,0.004943937994539738,0.3180937,0.003012743080034852
1349030048741912577,"Llevan años regalando indultos a los suyos, a los banqueros, torturadores, corruptos, a los líderes del GAL o del golpe del 23-F pero ahora quieren prohibirlos para sus adversarios políticos 👇 https://t.co/8iLeQxnHdI",jaume-asens-llodra,catalunya-en-comu, 👇,0.58204025,0.9949710369110107,0.4202294,0.9939717650413513
1429534322219012096,"Pablo Casado en pleno ridículo una vez más…⤵️
Ni 24 horas han pasado desde que afirmase que Estados Unidos ignora al Gobierno de España y que el propio Presidente @POTUS llame a @sanchezcastejon para reconocer su liderazgo en esta importante crisis    de Afganistán ⤵️ https://t.co/LQoMc1mWAn",jose-antonio-rodriguez-salas,psoe, ⤵️,0.5805036,0.9762247800827026,0.16441442,0.014522681944072247
1400377240815292419,"No eran los andaluces quienes lastraban a Andalucía. Era un mal Gobierno, corrupto e ineficaz. 

Quien quiera poner esto en riesgo, a lo mejor es que prefiere el anterior modelo.

En @CiudadanosCs lo tenemos claro. Esta es nuestra forma de Gobernar. 👇🏻

https://t.co/LRPai69Hxh",guillermo-diaz-gomez,ciudadanos, 👇🏻,0.5772600999999999,0.9946140646934509,0.3039941,0.9967693090438843
1387072317554110474,"El #TransfuguismoEsCorrupción y daña nuestra democracia, por ello impulsamos el Pacto Antitransfuguismo. Un pacto que el PP ha decidido saltarse sin pudor. 

No obstante, somos más los que tenemos dignidad y no descansaremos hasta acabar con esta lacra 👇
https://t.co/9D39elDKKi",jose-maria-espejo-saavedra-conesa,ciudadanos, 👇,0.5772600999999999,0.966312050819397,0.3039941,0.009397774003446102
1451463216534638615,"Alberto Rodríguez fue condenado sin pruebas por un delito que no cometió. Ahora le quieren quitar el acta que le dieron 65.000 canari@s cuando NO pone eso en la sentencia. Si se consuma esta aberración jurídica, España volverá a hacer el ridículo en Europa.

Aquí lo explico 👇🏼 https://t.co/lN69tp5IH7",pablo-echenique-robba,podemos, 👇🏼,0.5772600999999999,0.917470395565033,0.16302460000000002,0.003931002225726843
1401512422955958276,"Nosotros vamos a Colón por patriotismo, 🇪🇸 no por cálculos electorales como este zote. A defender a España de éste gobierno golpista y a intentar echarlos cuanto antes por amor a España, no por ansias de poder! #SoloQuedaVox 💪🏻🇪🇸🇪🇸 https://t.co/4NCzpGteci",luis-gestoso-de-miguel,vox, 🇪🇸,0.5770261,0.9956443309783936,0.20246385,0.9954755902290344
1419588131087601673,"🚨🚨Vienen los MENAS débiles y desnutridos, huyendo de la guerra y el hambre . Puerto de Cartagena. A la espera de filiación . Dentro vídeo! 🎥 https://t.co/aUPZmz2TJI",luis-gestoso-de-miguel,vox, 🎥,0.5742276,0.9325929284095764,0.6572104,0.0054563372395932674
1365024397271138304,"🔴 No es broma....Entre tuit y tuit hay un año de diferencia y casi 100 mil personas fallecidas por #COVID19 

🔴 Eres un auténtico irresponsable @PabloEchenique 

🔴 Hace tiempo que deberías haber dimitido. https://t.co/bpvm8jDlY2",javier-merino-martinez,partido-popular, 🔴 🔴 🔴,0.5719719,0.9934675097465515,0.20173262,0.9975265860557556
1415382920013942792,"Ahora el PP de Casado viene a decir:
“Yi idvirtimis qui il istidi di ilirmi”… Tócate las narices. También quieren subirse a este carro.

@vox_es lo vió y lo recurrió ➡️ TC -pese a lo politizado que está- tumba el Est. de Alarm. del tirano. Cayó por su propio peso.
#SoloQuedaVox https://t.co/EuY8s2A6eW",jose-maria-figaredo-alvarez-sala,vox, ➡️,0.5635251,0.9947053790092468,0.28196722,0.9968596696853638
1451588114527440898,EX Diputado delincuente 😎 https://t.co/vPxUSEgb7x,,, 😎,0.54396963,0.9931715726852417,0.4269098,0.944284200668335
1415213453745266692,"Cambian las caras, pero es la misma pandemia: la socialista.

Ruina y miseria para la sociedad, también la valenciana,   para nuestro ocio nocturno, nuestra hostelería y nuestro turismo.

Lo mío hoy en @valenciaplaza 👇
https://t.co/ldKmfvgJgE",maria-munoz-vidal,ciudadanos, 👇,0.54363286,0.9967361092567444,0.45967248,0.9886208176612854
1394401394636034060,"Marruecos está invadiendo #Ceuta con miles de asaltantes por la inacción cobarde y criminal del Gobierno que ha rendido nuestra frontera sur.

Exigimos el despliegue del ejército y la expulsión de los invasores.

Mañana me desplazaré a Ceuta para apoyar a nuestros compatriotas
🇪🇸",santiago-abascal-conde,vox, 🇪🇸,0.5435767,0.9953485131263733,0.4202294,0.9953640699386597
1362497896004939788,"Defendemos la libertad.
No defendemos a los miserables.

@educarazo 🤘🏻 https://t.co/BscrhIrqE9",beatriz-alvarez-fanjul,partido-popular, 🤘🏻,0.5310712,0.9937251210212708,0.20246385,0.9972544312477112
1359545021549150213,"PODEMOS: ""Ese periodista ha dicho una mentira.""

Derecha Política y Mediática: ""¡Horror! ¡Atacan la libertad de expresión!""

---

Rótulo de RTVE: ""Leonor se va de España, como su abuelo.""

Derecha PyM: ""¡Horror! ¡Que rueden cabezas de periodistas!""

Rosa María Mateo: ""Hecho.""

🤔",pablo-echenique-robba,podemos, 🤔,0.52834564,0.9768925905227661,0.3429761,0.012652755714952946
1360289491953582080,"👉Para evitar un tripartito.
👉Para cerrar la etapa negra del 'procés'.
👉Para acabar con la okupación. 
👉Para erradicar la lacra de la corrupción.
👉Para invertir más en sanidad y en educación. 
👉Para ayudar a las familias catalanas. 

Vota @CiutadansCs 🗳
#GanemosTodos14F https://t.co/Np6zxhc9OG",,, 🗳,0.5280414999999999,0.9655901789665222,0.52688605,0.009906661696732044
1453742457481478144,"💰 Un partido corrupto pretende gobernar España con un partido de ultra derecha que vulnera derechos. Todo en orden. 

¿Ahora es cuando le retirarán el acta a todos los diputados del PP corrupto? Ah no, la corrupción no es delito. Defender la educación pública, si 👇 https://t.co/y3mpBgwzzM",joan-mena-arca,catalunya-en-comu, 💰 👇,0.52279174,0.9964454770088196,0.1601915,0.9840233325958252
1352934915407552512,"👼🏼 ""Ya es hora de que la basura empiece a fluir por donde tiene que ir, que es por las cloacas"", así se refería Gregorio Ordóñez al brazo político de ETA.

Hoy, 23 de enero, 26 años después de su asesinato por ETA. No olvidamos. https://t.co/4OFlpf14cB",jose-alberto-herrero-bono,partido-popular, 👼🏼,0.52066797,0.7953144907951355,0.37500897,0.002972986549139023
1415932593191718913,"Espinosa de los Monteros miente con desparpajo en @LaHoraTVE 
El @Congreso_Es cerró durante el estado de alarma y @meritxell_batet entregó las llaves al gobierno 
Es completamente falso ‼️
Basta ya de mentir 🤥 
La ciudadanía no es tonta aunque este individuo crea lo contrario https://t.co/uNi5rd9r1w",,, ‼️ 🤥,0.5206269,0.9918482303619385,0.17601517,0.11461194604635239
1399288812107350022,"🖊 Vergonzosa y humillante: así es la crónica de la traición del Gobierno a todos los españoles y, sobre todo, a los catalanes, hartos de la impunidad de los golpistas. Cataluña sí, indultos no. https://t.co/PIK72Z2WrR",ana-maria-beltran-villalba,partido-popular, 🖊,0.5184234000000001,0.9943403005599976,0.16441442,0.9967457056045532
1434988336679096326,"🛑Alerta Brasil 🇧🇷

A pocas horas de los  actos golpistas, Bolsonaro modifica la regulación de Internet para evitar que  se puedan sancionar cuentas y perfiles que diseminen fake news.

El objetivo: dar rienda suelta mañana a su ejército de mentirosos
https://t.co/W1SPlr4mTE",gerardo-pisarello-prados,catalunya-en-comu, 🇧🇷,0.51840234,0.9486692547798157,0.20246385,0.06440261751413345
1420683555399680002,"Pedro Sánchez finaliza su rueda de prensa, basada en críticar al PP, despidiéndose hasta septiembre!!! 😳

Se va de vacaciones, con la que está cayendo, pero el se va de vacaciones. 

Será guapo, pero es un irresponsable.",agustin-almodobar-barcelo,partido-popular, 😳,0.5132976,0.9961477518081665,0.03895548,0.5003978610038757
1419545325967220738,"¡Sánchez, el peor presidente en el peor momento!

👉 Pedro Sánchez es el líder europeo peor valorado entre sus ciudadanos

#HayAlternativa al (des)gobierno de Sánchez https://t.co/44hgZCFcHq",jaime-eduardo-de-olano-vela,partido-popular, 👉,0.5098198,0.9967080354690552,0.07210682,0.9732255935668945
1449822965277810694,"Las redes están muy bien para compartir contenidos y debatir pero también hay mucho NoBacunas331, BibaVOX88, PlandemiaProgre58 y HodioLasFeminazis metiendo ruido y odio.

Si tienes Telegram, únete a mi canal 👉🏼 https://t.co/utGQ4YjYMZ para no perderte nada importante.

Gracias 😊 https://t.co/rvNC29ZTN8",pablo-echenique-robba,podemos, 👉🏼 😊,0.5097423,0.99134361743927,0.624502,0.15851372480392456
1360323517825376257,"📩 PSC 👉 Gobierno con la derecha de Cs o repetición electoral.

📩 ERC o CUP 👉 (Des)gobierno procesista con la derecha de JxCat o repetición electoral.

Si eres de izquierdas y quieres un cambio, sólo hay una papeleta. ⬇️

Habrá quien se enfade, pero es la puñetera verdad. https://t.co/DbJMMs9ros",pablo-echenique-robba,podemos, 📩 👉 📩 👉 ⬇️,0.5058799,0.9727259874343872,0.28196722,0.011342352256178856
1422895357596418049,"Lo extremadamente peligroso es pactar con los Filoetarras, los Golpistas y todos los enemigos de España 🇪🇸 siguiendo las instrucciones de Pedro Mentiras en el @Congreso_Es 
¿Como se lo explicas a los toledanos ? 
#SoloQuedaVox 

 https://t.co/KDz0Tt57kt",ines-maria-canizares-pacheco,vox, 🇪🇸,0.49394399999999994,0.994712769985199,0.20246385,0.99709153175354
1350009578101084160,"De los creadores de ""la fiscalía te lo afina” y “controlaremos por detrás el Supremo” ahora viene “si gobernamos, la jodienda de los fiscales puede cambiar”. 👇 https://t.co/JtUMVAZMTD",jaume-asens-llodra,catalunya-en-comu, 👇,0.49377137,0.9775083065032959,0.20246385,0.021333882585167885
1450911914343682065,"Parece que los terraplanistas se han vuelto a tragar otro bulaco y están tuiteando #TuPrimerLouisVuittonIrene.

A ver, chavalería incel y voxera. Que no es de @IreneMontero el bolso. Que es mentira.

¿Para ser de ultraderecha hay que comer bulos desayuno, comida y cena? 🙈",pablo-echenique-robba,podemos, 🙈,0.48755354,0.9939730763435364,0.20246385,0.9971656203269958
1453701903708299264,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo",javier-alfonso-cendon,psoe, 🌹,0.4795526,0.9547682404518127,0.07210682,0.005984535440802574
1373245269203156994,"Pero no se te ocurra llamarles incompetentes..

😱 Sánchez y su gobierno han ¿perdido? más de 30.000 vacunas
👉 Las CCAA han perdido 0 vacunas

🤦Desaparecen otras 7.020 vacunas de Pfizer del último informe de Sanidad

#HayAlternativa https://t.co/ClWWuLEgqA",jaime-eduardo-de-olano-vela,partido-popular, 😱 👉,0.47914493,0.9938398003578186,0.12005469,0.1038358062505722
1372146662865571841,"Hoy el secretario general de un partido corrupto fundado por ministros de la dictadura ha venido al Congreso a hablarnos sobre lo que es la libertad. 
Aquí mi respuesta 👇🏽 https://t.co/jS0JA63AJh",pablo-iglesias-turrion,, 👇🏽,0.4786477,0.9901719689369202,0.12578748,0.10554967820644379
1449724430461149194,"Nadie mejor que una madre extremeña para poner al sanchismo frente a sus vergüenzas 
Dentro video 
🎬
https://t.co/llTN3dKGrJ",,, 🎬,0.47852644,0.9912296533584595,0.3039941,0.08227074146270752
1355427944936648705,"Política del Gobierno:
🔴 Acercar a los asesinos de ETA a sus casas.
🔴 No acercar a sus casas a delincuentes ilegales que nos invaden.",francisco-jose-alcaraz-martos,vox, 🔴 🔴,0.47852644,0.9952231049537659,0.31926087,0.8837354779243469
1437730378463301636,"Sánchez se sienta la mesa del chantaje con separatistas, pero no impulsa una mesa para bajar la factura de la luz o prevenir el suicidio. Tan vergonzoso como cierto: el Gobierno prefiere contentar a ERC, asaltando la igualdad entre españoles y despreciando sus problemas reales 👇 https://t.co/Yl9ixRmOXb",,, 👇,0.47406745,0.9968818426132202,0.12269855,0.9871056079864502
1347150162829996033,"Hemos vuelto a ver al PP y a Cs arrastrados por VOX, incapaces de condenar con contundencia el intento de golpe de estado de Trump.

Sorprendentemente, la prensa de TODO el espectro ideológico era más contundente que ellos. Aquí, Pedro Piqueras llama golpista a Trump.

HILO 👇 https://t.co/7fW4YDmed2",pablo-echenique-robba,podemos, 👇,0.472937,0.9940140843391418,0.07475854,0.164778470993042
1449311647227596802,"El PP malvendió la sanidad valenciana a los buitres.

Nosotros la recuperamos para lo público. 💪🏼

Las mayores mentiras de los mayordomos político-mediáticos de los ricos son que ""todos son iguales"" y que ""no se pueden cambiar las cosas"". https://t.co/7yqYxt2QHZ",pablo-echenique-robba,podemos, 💪🏼,0.46975659999999997,0.9935426712036133,0.102979995,0.0937284454703331
1450423114949607426,"Y Dios me hizo mujer, de pelo largo, ojos, nariz y boca de mujer.
Con curvas y pliegues y suaves hondonadas y me cavó por dentro, me hizo un taller de seres humanos. 
Compuso mi sangre y me inyectó con ella para que irrigara todo mi cuerpo.,nacieron así las ideas, los sueños… 👇",maria-magdalena-nevado-del-campo,vox, 👇,0.46930158,0.007161388639360666,0.70190024,0.0025055252481251955
1363882493443772416,"Supongo que forma parte de la ""normalidad democrática"" que mafiosos de las cloacas del estado dicten piezas a periodistas.

Por cierto, es curioso que las informaciones sobre periodistas reuniéndose con Villarejo no salgan en casi ningún medio. 🤔 https://t.co/9og8jFx708",pablo-echenique-robba,podemos, 🤔,0.46570159999999994,0.9964660406112671,0.12013661,0.763737678527832
1401648594629939205,"🔴 #Peru 

Llega el día de la elección y los grandes medios lanzan contra Pedro Castillo las mismas invectivas de la ultra derecha global: “¡es el comunismo, el caos!” 

Su alternativa, volver a la indecente corrupción del fujimorismo, hoy aliado con Vargas Llosa. Una vergüenza. https://t.co/eW1lbKvMAH",gerardo-pisarello-prados,catalunya-en-comu, 🔴,0.46515077,0.9973049163818359,0.20246385,0.9211485385894775
1368646613472862209,"🔵 @TeoGarciaEgea 👉🏼 _""Los Gobiernos Frankenstein empiezan defendiendo okupas y acaban expropiando pisos""._
!!!Que miedo!!! este gobierno de Sánchez e Iglesias, cada vez más comunista, no respeta ni la propiedad privada. https://t.co/aBRXno86fZ",carmen-riolobos-regadera,partido-popular, 🔵 👉🏼,0.46410918,0.9963182210922241,0.16428876,0.9910010695457458
1359112259054809092,"Las mujeres de Cataluña se merecen tener un presidente feminista y un partido feminista al frente de la Generalitat.

Necesitamos que las mujeres vayan a votar el domingo. Si en las urnas no hay votos, no hay cambio.

🌹 @Adrilastra 

#PresidentIlla https://t.co/x6NdB985qr",maria-luz-martinez-seijo,psoe, 🌹,0.45947468,0.016401754692196846,0.30781916,0.0010848385281860828
1359144118165921794,"Las mujeres de Cataluña se merecen tener un presidente feminista y un partido feminista al frente de la Generalitat.

Necesitamos que las mujeres vayan a votar el domingo. Si en las urnas no hay votos, no hay cambio.

🌹 @Adrilastra 

#PresidentIlla https://t.co/xzgjf6oHDV",helena-caballero-gutierrez,psoe, 🌹,0.45537406,0.01589883305132389,0.30507055,0.0010971344308927655
1453707918960996359,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/lkoeanDqBv",maria-merce-perea-i-conillas,psoe, 🌹,0.43387344,0.9539572596549988,0.07210682,0.005960342474281788
1375321064998375426,"Ponle tu el calificativo.

 👉 Sánchez le niega las ayudas a 2 millones de autónomos y pymes españolas.
👉 Sánchez le da 53 millones de euros a Plus Ultra, la aerolínea venezolana vinculada a los delincuentes chavistas. https://t.co/3e4fW0LFrd",jaime-eduardo-de-olano-vela,partido-popular, 👉 👉,0.42463540000000005,0.9892467856407166,0.20246385,0.044432174414396286
1452209187837128711,👉 ⁦@eledhmel⁩ (⁦@VOX_Congreso⁩ ): «Las mujeres ahora somos esclavas del feminismo». https://t.co/SYCM2dEaV3,emilio-jesus-del-valle-rodriguez,vox, 👉,0.41727233,0.9743648171424866,0.3039941,0.012702766805887222
1453706490812981250,"“El nuevo narcisista es quien se cree un ciudadano librepensador y niega la influencia de la acción del poder mediático en su propio pensamiento y conducta política”

Manu Levin 👇🏻

El poder mediático y los obreros de enfrente | @ctxt_es https://t.co/AELHz3swA3",pablo-iglesias-turrion,, 👇🏻,0.41726738,0.013508958742022514,0.120096855,0.0009539074962958694
1377915807913680896,"La extrema derecha ataca con material explosivo la sede de Podemos en Cartagena. Es incomprensible como se les sigue blanqueando como “manifestantes” mientras aumenta su ataque a la democracia.

Seguiremos trabajando por un país más feminista y con justicia social ✊🏻 https://t.co/AXq3j0b8o5",irene-maria-montero-gil,podemos, ✊🏻,0.41725470000000003,0.9772700071334839,0.3039941,0.019141195341944695
1450011429881491457,"⚠️ No queremos una inmigración subvencionada a costa de la España que madruga, trabaja y paga impuestos.

#PSOE lo fomenta y #PP calla, pero #VOX lo tiene claro: Podemos frenar la invasión migratoria, por la seguridad y el bienestar de los españoles.

⛔ #StopInvasionMigratoria https://t.co/h3tEUL067n",andres-alberto-rodriguez-almeida,vox, ⚠️ ⛔,0.4172059,0.9161127209663391,0.31047547,0.0034251203760504723
1450483903656042506,"El abuso sexual es la modalidad más espeluznante de maltrato infantil.

Tenedlo claro niñas, niños, adolescentes: nunca tenéis la culpa. Los abusadores siempre son los únicos responsables.

🌹 @belitagl https://t.co/0zsAOblZN4",marisol-sanchez-jodar,psoe, 🌹,0.4171815,0.061069924384355545,0.3247824,0.0010120271472260356
1371057801196343298,"🔴 Hoy se cumple un año del inicio del estado de alarma. Un año de mentiras e ineficacia. 

No hay propaganda que tape la nefasta gestión de Sánchez de la crisis.

#NoSePodíaSaber https://t.co/lVCPrChwC2",jose-angel-alonso-perez,partido-popular, 🔴,0.41716284,0.9883458614349365,0.07210682,0.05723259598016739
